Player,FPTS,FPTS/G,ROST
Lamar Jackson,42.6,42.6,99.1%
Tua Tagovailoa,40.9,40.9,97.0%
Jalen Hurts,34.0,34.0,100.0%
Josh Allen,29.7,29.7,100.0%
Carson Wentz,28.8,28.8,0.2%
Kyler Murray,26.9,26.9,73.2%
Joe Flacco,26.9,26.9,4.1%
Jared Goff,26.0,26.0,82.5%
Justin Herbert,24.5,24.5,98.6%
Matthew Stafford,20.9,20.9,44.5%
Derek Carr,19.0,19.0,34.8%
Trevor Lawrence,18.5,18.5,91.2%
Patrick Mahomes II,17.3,17.3,100.0%
Jimmy Garoppolo,16.7,16.7,2.8%
Joe Burrow,16.6,16.6,39.5%
Jacoby Brissett,16.5,16.5,0.1%
Aaron Rodgers,16.4,16.4,19.8%
Marcus Mariota,15.4,15.4,0.2%
Mac Jones,13.7,13.7,3.8%
Cooper Rush,13.6,13.6,0.1%
Baker Mayfield,13.3,13.3,52.1%
Daniel Jones,13.1,13.1,19.3%
Mitch Trubisky,12.4,12.4,1.8%
Russell Wilson,12.1,12.1,69.9%
Kirk Cousins,11.8,11.8,20.8%
Jameis Winston,10.6,10.6,2.1%
Justin Fields,9.8,9.8,86.7%
Tom Brady,9.4,9.4,0.8%
Davis Mills,7.2,7.2,0.0%
Geno Smith,7.1,7.1,62.4%
Matt Ryan,4.8,4.8,0.0%
Ryan Tannehill,2.9,2.9,1.6%
Trey Lance,2.5,2.5,0.7%
Jeff Driskel,1.0,1.0,0.0%
Case Keenum,0.2,0.2,0.0%
Tyrod Taylor,0.0,0.0,0.7%
Malik Willis,-0.2,-0.2,0.1%
Saquon Barkley,27.4,27.4,99.9%
D'Andre Swift,23.5,23.5,96.9%
Jonathan Taylor,23.5,23.5,95.7%
Cordarrelle Patterson,19.6,19.6,2.0%
Clyde Edwards-Helaire,19.4,19.4,4.5%
Kareem Hunt,19.0,19.0,55.5%
Dontrell Hilliard,18.9,18.9,0.0%
James Robinson,18.9,18.9,0.6%
Miles Sanders,16.5,16.5,51.0%
AJ Dillon,15.1,15.1,71.7%
Jamaal Williams,15.0,15.0,17.8%
Joe Mixon,14.5,14.5,98.6%
Nick Chubb,14.3,14.3,22.3%
Leonard Fournette,13.7,13.7,4.5%
Antonio Gibson,13.0,13.0,50.0%
Isiah Pacheco,12.2,12.2,96.5%
Christian McCaffrey,11.7,11.7,100.0%
James Conner,11.5,11.5,90.2%
Dalvin Cook,10.8,10.8,23.9%
Khalil Herbert,10.3,10.3,60.4%
Michael Carter,10.0,10.0,1.5%
Kenneth Gainwell,9.2,9.2,23.6%
Brandon Bolden,8.8,8.8,0.1%
Javonte Williams,8.8,8.8,90.9%
Najee Harris,8.6,8.6,93.6%
Derrick Henry,8.2,8.2,99.8%
Aaron Jones,7.6,7.6,92.5%
Josh Jacobs,7.3,7.3,99.6%
Ty Montgomery II,7.3,7.3,0.2%
Darrell Henderson Jr.,7.3,7.3,10.5%
Austin Ekeler,7.2,7.2,100.0%
Boston Scott,7.0,7.0,0.2%
Rex Burkhead,7.0,7.0,10.0%
Zander Horvath,6.8,6.8,0.0%
Rashaad Penny,6.7,6.7,11.8%
Travis Etienne Jr.,6.5,6.5,99.9%
Chase Edmonds,6.5,6.5,1.1%
Devin Singletary,6.2,6.2,75.5%
Eno Benjamin,6.1,6.1,0.0%
Damien Harris,5.8,5.8,7.2%
Nyheim Hines,5.4,5.4,0.1%
Melvin Gordon III,5.2,5.2,0.1%
David Montgomery,5.0,5.0,95.9%
Jerick McKinnon,4.9,4.9,23.3%
Ezekiel Elliott,4.9,4.9,56.3%
J.D. McKissic,4.8,4.8,0.0%
Alvin Kamara,4.6,4.6,98.7%
Kenyan Drake,4.6,4.6,0.1%
Elijah Mitchell,4.1,4.1,16.9%
Breece Hall,4.1,4.1,97.4%
Dameon Pierce,3.9,3.9,68.0%
Samaje Perine,3.7,3.7,32.8%
Alexander Mattison,3.6,3.6,86.3%
Joshua Kelley,3.5,3.5,11.4%
Raheem Mostert,3.2,3.2,97.7%
Jeff Wilson Jr.,3.0,3.0,15.8%
Rhamondre Stevenson,2.7,2.7,92.9%
Matt Breida,2.4,2.4,2.6%
Tony Pollard,2.2,2.2,99.8%
Rachaad White,2.1,2.1,95.8%
Zack Moss,1.6,1.6,88.5%
Sony Michel,1.2,1.2,0.0%
Justice Hill,1.1,1.1,12.4%
Mike Davis,1.1,1.1,1.0%
Alec Ingold,1.0,1.0,0.1%
Patrick Ricard,0.7,0.7,0.1%
Jaylen Warren,0.7,0.7,83.5%
C.J. Ham,0.6,0.6,0.1%
D'Onta Foreman,0.5,0.5,32.8%
Chuba Hubbard,0.3,0.3,69.8%
Mark Ingram II,0.3,0.3,0.0%
Damien Williams,0.2,0.2,0.0%
Travis Homer,0.2,0.2,0.1%
Mike Boone,0.2,0.2,0.6%
Jakob Johnson,0.1,0.1,0.0%
D'Ernest Johnson,0.0,0.0,8.1%
Chris Myarick,0.0,0.0,0.0%
Cam Akers,0.0,0.0,20.9%
Qadree Ollison,0.0,0.0,0.0%
Andrew Beck,0.0,0.0,0.0%
Benny Snell Jr.,0.0,0.0,0.0%
Jermar Jefferson,0.0,0.0,0.1%
Rico Dowdle,0.0,0.0,9.7%
DeeJay Dallas,0.0,0.0,0.9%
Jonathan Ward,0.0,0.0,0.0%
Demetric Felton Jr.,0.0,0.0,0.0%
Troy Hairston II,0.0,0.0,0.0%
Trestan Ebner,0.0,0.0,0.0%
Jordan Mason,0.0,0.0,0.9%
Jerome Ford,0.0,0.0,86.9%
Avery Williams,0.0,0.0,0.0%
Kene Nwangwu,0.0,0.0,0.7%
Gary Brightwell,0.0,0.0,0.3%
Taiwan Jones,0.0,0.0,0.0%
Kyle Juszczyk,0.0,0.0,0.3%
Trenton Cannon,0.0,0.0,0.0%
Jonathan Williams,0.0,0.0,0.0%
Ameer Abdullah,0.0,0.0,0.5%
Michael Burton,0.0,0.0,0.0%
James Cook,-1.8,-1.8,94.3%
DeVonta Smith,22.9,22.9,98.3%
Mack Hollins,22.0,22.0,0.4%
Tyler Boyd,16.5,16.5,49.6%
Amari Cooper,16.1,16.1,92.9%
DeVante Parker,15.6,15.6,2.8%
Laviska Shenault Jr.,15.0,15.0,0.1%
Chris Olave,14.7,14.7,98.4%
CeeDee Lamb,14.7,14.7,100.0%
Zay Jones,14.5,14.5,23.7%
A.J. Brown,14.5,14.5,100.0%
Isaiah McKenzie,14.2,14.2,0.2%
Marquise Brown,14.0,14.0,85.6%
K.J. Osborn,13.3,13.3,22.4%
Romeo Doubs,13.3,13.3,48.4%
Christian Kirk,13.2,13.2,86.5%
Russell Gage,12.7,12.7,0.1%
DK Metcalf,12.4,12.4,98.2%
Cooper Kupp,12.4,12.4,99.0%
Adam Thielen,12.1,12.1,91.4%
Drake London,11.4,11.4,82.4%
Jaylen Waddle,11.1,11.1,99.4%
Tre'Quan Smith,10.5,10.5,0.0%
Allen Lazard,10.5,10.5,10.8%
Terry McLaurin,10.2,10.2,90.8%
Joshua Palmer,9.9,9.9,25.6%
Brandon Aiyuk,9.9,9.9,97.6%
Courtland Sutton,9.7,9.7,86.9%
Josh Reynolds,9.6,9.6,11.4%
Marvin Jones Jr.,9.3,9.3,0.6%
Tee Higgins,9.3,9.3,89.4%
Davante Adams,9.2,9.2,99.9%
JuJu Smith-Schuster,8.9,8.9,19.1%
Robert Woods,8.5,8.5,7.8%
Diontae Johnson,8.4,8.4,80.9%
Devin Duvernay,8.3,8.3,0.1%
Greg Dortch,8.0,8.0,7.1%
Deebo Samuel,7.9,7.9,98.6%
Tyler Lockett,7.6,7.6,91.9%
Mike Williams,7.5,7.5,18.8%
Stefon Diggs,7.4,7.4,100.0%
