Player,FPTS,FPTS/G,ROST
Josh Allen,30.9,30.9,100.0%
Jalen Hurts,29.8,29.8,100.0%
Justin Herbert,28.8,28.8,98.6%
Kyler Murray,26.2,26.2,73.2%
Trevor Lawrence,24.9,24.9,91.2%
Mike White,24.8,24.8,0.1%
Mac Jones,23.3,23.3,3.8%
Lamar Jackson,23.1,23.1,99.1%
Kirk Cousins,22.9,22.9,20.8%
Derek Carr,22.8,22.8,34.8%
Geno Smith,20.3,20.3,62.4%
Patrick Mahomes II,19.4,19.4,100.0%
Joe Burrow,18.0,18.0,39.5%
Tom Brady,18.0,18.0,0.8%
Jared Goff,17.6,17.6,82.5%
Sam Darnold,16.9,16.9,0.3%
Dak Prescott,16.8,16.8,97.5%
Tua Tagovailoa,16.0,16.0,97.0%
Marcus Mariota,14.9,14.9,0.2%
Daniel Jones,14.5,14.5,19.3%
Jacoby Brissett,14.1,14.1,0.1%
Jimmy Garoppolo,13.3,13.3,2.8%
Ryan Tannehill,12.5,12.5,1.6%
Taylor Heinicke,12.4,12.4,3.0%
Kenny Pickett,12.2,12.2,17.1%
Kyle Allen,11.8,11.8,0.1%
Aaron Rodgers,11.5,11.5,19.8%
Matt Ryan,11.2,11.2,0.0%
Trevor Siemian,11.0,11.0,0.1%
Bryce Perkins,10.4,10.4,0.0%
Andy Dalton,10.3,10.3,0.1%
Jordan Love,8.5,8.5,72.8%
Russell Wilson,8.5,8.5,69.9%
Matt Barkley,0.0,0.0,0.0%
Skylar Thompson,-1.3,-1.3,0.0%
Joe Mixon,51.1,51.1,98.6%
Kenneth Walker III,24.9,24.9,96.4%
Travis Etienne Jr.,24.6,24.6,99.9%
Derrick Henry,23.5,23.5,99.8%
Kenyan Drake,22.9,22.9,0.1%
Cordarrelle Patterson,17.3,17.3,2.0%
Austin Ekeler,17.1,17.1,100.0%
Miles Sanders,15.3,15.3,51.0%
Michael Carter,14.6,14.6,1.5%
Dameon Pierce,13.9,13.9,68.0%
Jeff Wilson Jr.,13.2,13.2,15.8%
Rhamondre Stevenson,13.0,13.0,92.9%
Tyler Allgeier,12.3,12.3,46.9%
Dalvin Cook,11.6,11.6,23.9%
James Robinson,11.3,11.3,0.6%
Raheem Blackshear,11.3,11.3,0.4%
Jamaal Williams,10.1,10.1,17.8%
Kenneth Gainwell,9.8,9.8,23.6%
Josh Jacobs,8.7,8.7,99.6%
Raheem Mostert,8.6,8.6,97.7%
James Conner,6.4,6.4,90.2%
Alvin Kamara,6.2,6.2,98.7%
Leonard Fournette,6.0,6.0,4.5%
Darrell Henderson Jr.,5.6,5.6,10.5%
Samaje Perine,5.4,5.4,32.8%
D'Andre Swift,5.0,5.0,96.9%
Devin Singletary,4.8,4.8,75.5%
Antonio Gibson,4.7,4.7,50.0%
Aaron Jones,4.5,4.5,92.5%
AJ Dillon,4.4,4.4,71.7%
David Montgomery,4.4,4.4,95.9%
Jerick McKinnon,4.4,4.4,23.3%
Brian Robinson Jr.,3.8,3.8,89.3%
Deon Jackson,3.6,3.6,1.3%
Caleb Huntley,3.4,3.4,0.0%
Rachaad White,3.4,3.4,95.8%
James Cook,3.3,3.3,94.3%
Travis Homer,3.2,3.2,0.1%
Isaiah Spiller,2.9,2.9,0.2%
Jordan Wilkins,2.8,2.8,0.0%
Justin Jackson,2.7,2.7,0.0%
Eno Benjamin,2.7,2.7,0.0%
Spencer Brown,2.6,2.6,0.0%
Khalil Herbert,2.3,2.3,60.4%
D'Onta Foreman,2.1,2.1,32.8%
Malcolm Brown,1.9,1.9,0.0%
Justice Hill,1.9,1.9,12.4%
Clyde Edwards-Helaire,1.9,1.9,4.5%
Ty Johnson,1.7,1.7,0.1%
J.J. Taylor,1.7,1.7,0.0%
Rex Burkhead,1.5,1.5,10.0%
Dwayne Washington,1.4,1.4,0.0%
Sony Michel,1.2,1.2,0.0%
JaMycal Hasty,1.1,1.1,0.1%
Brandon Bolden,1.0,1.0,0.1%
Isiah Pacheco,0.9,0.9,96.5%
Michael Burton,0.9,0.9,0.0%
Dontrell Hilliard,0.8,0.8,0.0%
Ameer Abdullah,0.8,0.8,0.5%
Mike Davis,0.7,0.7,1.0%
Hassan Haskins,0.7,0.7,0.1%
Kylin Hill,0.7,0.7,0.0%
Patrick Ricard,0.6,0.6,0.1%
Boston Scott,0.5,0.5,0.2%
Ke'Shawn Vaughn,0.4,0.4,0.3%
DeeJay Dallas,0.4,0.4,0.9%
Cam Akers,0.3,0.3,20.9%
Phillip Lindsay,0.2,0.2,0.0%
Avery Williams,0.2,0.2,0.0%
Keaontay Ingram,0.2,0.2,2.0%
Alexander Mattison,0.1,0.1,86.3%
Craig Reynolds,0.0,0.0,2.0%
Salvon Ahmed,0.0,0.0,1.1%
La'Mical Perine,0.0,0.0,0.0%
Cullen Gillaspia,0.0,0.0,0.0%
Jakob Johnson,0.0,0.0,0.0%
Troy Hairston II,0.0,0.0,0.0%
Pierre Strong Jr.,0.0,0.0,0.8%
Chris Evans,0.0,0.0,0.2%
Kene Nwangwu,0.0,0.0,0.7%
Nick Bellore,0.0,0.0,7.0%
Dare Ogunbowale,0.0,0.0,0.1%
Nyheim Hines,0.0,0.0,0.1%
Keith Smith,0.0,0.0,0.0%
Zamir White,-0.1,-0.1,1.3%
Garrett Wilson,21.4,21.4,97.3%
Justin Jefferson,20.3,20.3,99.9%
Amon-Ra St. Brown,18.9,18.9,100.0%
Tee Higgins,17.4,17.4,89.4%
Christian Watson,17.0,17.0,78.8%
Chris Godwin,17.0,17.0,88.5%
Zay Jones,16.5,16.5,23.7%
DJ Moore,16.3,16.3,96.6%
Isaiah McKenzie,16.3,16.3,0.2%
DeAndre Hopkins,14.7,14.7,94.9%
Stefon Diggs,13.7,13.7,100.0%
DeAndre Carter,13.3,13.3,0.1%
Tyler Lockett,12.8,12.8,91.9%
Nelson Agholor,12.5,12.5,0.7%
Mack Hollins,12.3,12.3,0.4%
Adam Thielen,12.1,12.1,91.4%
Michael Pittman Jr.,12.1,12.1,96.1%
Elijah Moore,12.0,12.0,42.2%
CeeDee Lamb,11.7,11.7,100.0%
Keenan Allen,10.9,10.9,99.4%
Jauan Jennings,10.9,10.9,0.7%
Anthony Schwartz,10.8,10.8,0.0%
Richie James Jr.,10.1,10.1,0.1%
Jamal Agnew,9.7,9.7,0.2%
Quez Watkins,9.5,9.5,0.3%
Amari Cooper,9.4,9.4,92.9%
Olamide Zaccheaus,9.1,9.1,0.1%
DK Metcalf,9.0,9.0,98.2%
Tyreek Hill,9.0,9.0,100.0%
Van Jefferson,8.9,8.9,2.4%
A.J. Brown,8.6,8.6,100.0%
Jaylen Waddle,8.5,8.5,99.4%
Marvin Jones Jr.,8.2,8.2,0.6%
DeVante Parker,8.0,8.0,2.8%
Randall Cobb,7.9,7.9,0.3%
George Pickens,7.7,7.7,81.7%
DJ Chark Jr.,7.6,7.6,17.1%
Courtland Sutton,7.5,7.5,86.9%
Davante Adams,7.4,7.4,99.9%
DeSean Jackson,7.4,7.4,1.0%
Byron Pringle,7.2,7.2,0.0%
Treylon Burks,7.0,7.0,17.9%
Brandon Johnson,7.0,7.0,0.1%
Brandon Aiyuk,6.5,6.5,97.6%
Darius Slayton,6.3,6.3,2.2%
Michael Gallup,6.3,6.3,19.7%
Jakobi Meyers,6.2,6.2,79.1%
Chris Olave,6.2,6.2,98.4%
