Player,FPTS,FPTS/G,ROST
Devin Duvernay,1.4,1.4,0.1%
Amari Rodgers,1.4,1.4,0.0%
Khalil Shakir,1.4,1.4,9.3%
Courtland Sutton,1.4,1.4,86.9%
Keith Kirkwood,1.4,1.4,0.1%
David Bell,1.3,1.3,0.1%
Noah Brown,1.0,1.0,44.7%
Tutu Atwell,0.9,0.9,22.0%
Isaiah McKenzie,0.9,0.9,0.2%
Garrett Wilson,0.8,0.8,97.3%
David Sills,0.8,0.8,0.0%
Kendall Hinton,0.8,0.8,0.0%
Randall Cobb,0.8,0.8,0.3%
A.J. Green,0.7,0.7,1.0%
DJ Moore,0.7,0.7,96.6%
Curtis Samuel,0.6,0.6,39.8%
Trent Sherfield,0.6,0.6,0.1%
Cam Sims,0.6,0.6,0.0%
Dax Milne,0.5,0.5,0.0%
Tylan Wallace,0.4,0.4,0.0%
Michael Bandy,0.4,0.4,0.0%
Equanimeous St. Brown,0.1,0.1,0.1%
Dyami Brown,0.0,0.0,0.1%
Elijah Moore,0.0,0.0,42.2%
Anthony Schwartz,0.0,0.0,0.0%
Shi Smith,0.0,0.0,0.0%
Greg Dortch,0.0,0.0,7.1%
KaVontae Turpin,0.0,0.0,0.7%
Scott Miller,0.0,0.0,0.0%
Quinton Bell,0.0,0.0,0.0%
Juwann Winfree,0.0,0.0,0.0%
Miles Boykin,0.0,0.0,0.0%
KhaDarel Hodge,0.0,0.0,0.0%
Tyrie Cleveland,0.0,0.0,0.0%
Jalen Reagor,0.0,0.0,0.1%
Gunner Olszewski,0.0,0.0,0.0%
Britain Covey,0.0,0.0,0.1%
Jaelon Darden,0.0,0.0,0.0%
Mike Strachan,0.0,0.0,0.0%
Terrace Marshall Jr.,0.0,0.0,0.3%
Ray-Ray McCloud III,0.0,0.0,1.1%
Marquez Valdes-Scantling,0.0,0.0,3.8%
Keke Coutee,0.0,0.0,0.0%
Justin Watson,0.0,0.0,3.4%
Justin Hardee,0.0,0.0,0.0%
Zach Pascal,0.0,0.0,0.0%
River Cracraft,0.0,0.0,0.1%
Kevin White,0.0,0.0,0.0%
Breshad Perriman,0.0,0.0,0.0%
Ihmir Smith-Marsette,-0.1,-0.1,0.0%
Velus Jones Jr.,-0.2,-0.2,0.1%
Quez Watkins,-0.3,-0.3,0.3%
Steven Sims Jr.,-0.5,-0.5,0.0%
Chester Rogers,-2.0,-2.0,0.0%
Montrell Washington,-2.0,-2.0,0.0%
Trent Taylor,-2.0,-2.0,0.0%
,,,
,,,
