Player,FPTS,FPTS/G,ROST
Justin Jefferson,30.4,30.4,99.9%
Davante Adams,20.1,20.1,99.9%
Ja'Marr Chase,18.9,18.9,100.0%
Cooper Kupp,18.8,18.8,99.0%
Stefon Diggs,18.2,18.2,100.0%
Michael Pittman Jr.,18.1,18.1,96.1%
Michael Thomas,17.7,17.7,40.8%
Devin Duvernay,17.4,17.4,0.1%
Robbie Chosen,16.2,16.2,0.1%
Jerry Jeudy,16.2,16.2,63.9%
A.J. Brown,15.5,15.5,100.0%
Jahan Dotson,15.0,15.0,60.7%
Gabe Davis,14.8,14.8,81.3%
Jaylen Waddle,13.7,13.7,99.4%
Mike Evans,13.1,13.1,97.3%
Sterling Shepard,13.1,13.1,0.2%
Amon-Ra St. Brown,12.4,12.4,100.0%
DeAndre Carter,12.4,12.4,0.1%
Rashod Bateman,11.9,11.9,9.9%
Terry McLaurin,11.8,11.8,90.8%
Christian Kirk,11.7,11.7,86.5%
Jarvis Landry,11.4,11.4,14.0%
DJ Chark Jr.,11.2,11.2,17.1%
Curtis Samuel,11.2,11.2,39.8%
Dante Pettis,11.1,11.1,0.0%
Deebo Samuel,10.6,10.6,98.6%
Marquise Brown,10.3,10.3,85.6%
Tyreek Hill,10.0,10.0,100.0%
Tyler Boyd,9.3,9.3,49.6%
Julio Jones,8.6,8.6,1.5%
Brandin Cooks,8.2,8.2,70.5%
Isaiah McKenzie,7.9,7.9,0.2%
Equanimeous St. Brown,7.8,7.8,0.1%
Corey Davis,7.7,7.7,0.1%
Mecole Hardman Jr.,7.6,7.6,1.7%
Drake London,7.4,7.4,82.4%
Courtland Sutton,7.2,7.2,86.9%
Noah Brown,6.8,6.8,44.7%
Keenan Allen,6.6,6.6,99.4%
Zay Jones,6.5,6.5,23.7%
Greg Dortch,6.3,6.3,7.1%
Jauan Jennings,6.2,6.2,0.7%
Jakobi Meyers,6.2,6.2,79.1%
Chris Olave,6.1,6.1,98.4%
Richie James Jr.,6.1,6.1,0.1%
Donovan Peoples-Jones,6.0,6.0,2.2%
JuJu Smith-Schuster,5.9,5.9,19.1%
Diontae Johnson,5.5,5.5,80.9%
Treylon Burks,5.5,5.5,17.9%
Chase Claypool,5.4,5.4,2.4%
Garrett Wilson,5.2,5.2,97.3%
DJ Moore,5.0,5.0,96.6%
Elijah Moore,4.9,4.9,42.2%
Romeo Doubs,4.8,4.8,48.4%
Brandon Aiyuk,4.7,4.7,97.6%
Kyle Philips,4.6,4.6,0.1%
Ashton Dulin,4.6,4.6,0.0%
Christian Watson,4.1,4.1,78.8%
Marquez Valdes-Scantling,4.1,4.1,3.8%
Kendrick Bourne,4.1,4.1,5.4%
Anthony Schwartz,3.9,3.9,0.0%
Marvin Jones Jr.,3.8,3.8,0.6%
KhaDarel Hodge,3.8,3.8,0.0%
Parris Campbell,3.7,3.7,2.5%
Braxton Berrios,3.7,3.7,1.6%
Adam Thielen,3.6,3.6,91.4%
Mike Strachan,3.6,3.6,0.0%
Chris Godwin,3.5,3.5,88.5%
Chris Moore,3.1,3.1,0.1%
Skyy Moore,3.0,3.0,19.5%
Olamide Zaccheaus,2.9,2.9,0.1%
CeeDee Lamb,2.9,2.9,100.0%
Tyler Lockett,2.8,2.8,91.9%
Josh Reynolds,2.8,2.8,11.4%
Jamison Crowder,2.8,2.8,0.1%
Cedrick Wilson Jr.,2.8,2.8,0.2%
Tee Higgins,2.7,2.7,89.4%
Nico Collins,2.6,2.6,92.0%
Ben Skowronek,2.5,2.5,0.1%
Mike Thomas,2.5,2.5,0.0%
Kadarius Toney,2.3,2.3,12.1%
