Player,FPTS,FPTS/G,ROST
Jaelon Darden,0.0,0.0,0.0%
Michael Woods II,0.0,0.0,0.0%
Jameson Williams,0.0,0.0,19.1%
Jalen Virgil,0.0,0.0,0.0%
David Bell,0.0,0.0,0.1%
Albert Wilson,0.0,0.0,0.0%
Matthew Slater,0.0,0.0,0.0%
Randall Cobb,0.0,0.0,0.3%
Keelan Cole Sr.,0.0,0.0,0.0%
Ray-Ray McCloud III,0.0,0.0,1.1%
Cedrick Wilson Jr.,0.0,0.0,0.2%
Courtland Sutton,0.0,0.0,86.9%
Marcus Johnson,0.0,0.0,0.0%
Alex Erickson,0.0,0.0,0.0%
James Proche II,-0.1,-0.1,0.0%
Montrell Washington,-0.1,-0.1,0.0%
Cam Sims,-0.2,-0.2,0.0%
Anthony Schwartz,-0.2,-0.2,0.0%
Trent Taylor,-0.3,-0.3,0.0%
,,,
,,,
