Player,FPTS,FPTS/G,ROST
Christian Watson,28.7,28.7,78.8%
CeeDee Lamb,27.0,27.0,100.0%
Justin Jefferson,25.3,25.3,99.9%
Nick Westbrook-Ikhine,23.9,23.9,0.8%
Christian Kirk,22.5,22.5,86.5%
Davante Adams,18.6,18.6,99.9%
Darius Slayton,15.5,15.5,2.2%
Gabe Davis,15.3,15.3,81.3%
Kadarius Toney,15.0,15.0,12.1%
Parris Campbell,13.6,13.6,2.5%
Chris Godwin,13.1,13.1,88.5%
Stefon Diggs,12.8,12.8,100.0%
Terry McLaurin,12.8,12.8,90.8%
Jalen Virgil,12.6,12.6,0.0%
DeAndre Carter,12.4,12.4,0.1%
Trent Sherfield,12.3,12.3,0.1%
Amon-Ra St. Brown,12.1,12.1,100.0%
Marquez Valdes-Scantling,12.0,12.0,3.8%
Laviska Shenault Jr.,11.9,11.9,0.1%
George Pickens,11.5,11.5,81.7%
Julio Jones,11.3,11.3,1.5%
Nico Collins,10.9,10.9,92.0%
Tyreek Hill,10.4,10.4,100.0%
Tyler Lockett,10.2,10.2,91.9%
Donovan Peoples-Jones,9.9,9.9,2.2%
Drake London,9.8,9.8,82.4%
Marquise Goodwin,9.8,9.8,0.1%
DeAndre Hopkins,9.8,9.8,94.9%
KhaDarel Hodge,9.7,9.7,0.0%
Rondale Moore,9.4,9.4,21.2%
Van Jefferson,8.7,8.7,2.4%
DeVonta Smith,7.9,7.9,98.3%
DK Metcalf,7.1,7.1,98.2%
A.J. Green,7.0,7.0,1.0%
Chris Moore,7.0,7.0,0.1%
Lawrence Cager,6.9,6.9,0.0%
Zay Jones,6.8,6.8,23.7%
Jaylen Waddle,6.6,6.6,99.4%
Courtland Sutton,6.6,6.6,86.9%
Brandon Aiyuk,6.4,6.4,97.6%
Diontae Johnson,6.3,6.3,80.9%
Kendall Hinton,6.2,6.2,0.0%
Quez Watkins,6.0,6.0,0.3%
Damiere Byrd,5.8,5.8,0.0%
Darnell Mooney,5.7,5.7,17.6%
Isaiah McKenzie,5.5,5.5,0.2%
Mike Evans,5.4,5.4,97.3%
Michael Pittman Jr.,5.3,5.3,96.1%
Deebo Samuel,5.1,5.1,98.6%
Adam Thielen,4.9,4.9,91.4%
Sammy Watkins,4.7,4.7,0.0%
Kalif Raymond,4.7,4.7,1.9%
Allen Lazard,4.5,4.5,10.8%
Tom Kennedy,4.4,4.4,0.0%
Joshua Palmer,4.4,4.4,25.6%
Allen Robinson II,4.4,4.4,1.1%
Terrace Marshall Jr.,4.3,4.3,0.3%
Brandin Cooks,4.2,4.2,70.5%
Isaiah Hodgins,4.1,4.1,1.1%
Chris Olave,4.0,4.0,98.4%
Jauan Jennings,4.0,4.0,0.7%
Curtis Samuel,4.0,4.0,39.8%
K.J. Osborn,3.7,3.7,22.4%
Jarvis Landry,3.7,3.7,14.0%
Michael Gallup,3.5,3.5,19.7%
Olamide Zaccheaus,3.4,3.4,0.1%
Marvin Jones Jr.,3.3,3.3,0.6%
Ray-Ray McCloud III,3.3,3.3,1.1%
JuJu Smith-Schuster,3.3,3.3,19.1%
Amari Cooper,3.2,3.2,92.9%
DJ Moore,2.9,2.9,96.6%
Scott Miller,2.5,2.5,0.0%
Treylon Burks,2.4,2.4,17.9%
David Bell,2.4,2.4,0.1%
Phillip Dorsett II,2.2,2.2,0.0%
Mack Hollins,1.8,1.8,0.4%
Shi Smith,1.7,1.7,0.0%
Dante Pettis,1.7,1.7,0.0%
Steven Sims Jr.,1.7,1.7,0.0%
Wan'Dale Robinson,1.5,1.5,6.2%
Dyami Brown,1.5,1.5,0.1%
Jahan Dotson,1.4,1.4,60.7%
Ben Skowronek,1.4,1.4,0.1%
Justin Watson,1.2,1.2,3.4%
Byron Pringle,1.2,1.2,0.0%
Rashid Shaheed,1.2,1.2,32.0%
Zach Pascal,1.0,1.0,0.0%
Robert Woods,1.0,1.0,7.8%
KaVontae Turpin,0.9,0.9,0.7%
Equanimeous St. Brown,0.9,0.9,0.1%
Chase Claypool,0.8,0.8,2.4%
Cedrick Wilson Jr.,0.7,0.7,0.2%
Brandon Powell,0.7,0.7,1.3%
A.J. Brown,0.7,0.7,100.0%
Khalil Shakir,0.6,0.6,9.3%
Skyy Moore,0.6,0.6,19.5%
Jamal Agnew,0.4,0.4,0.2%
Gunner Olszewski,0.4,0.4,0.0%
Anthony Schwartz,0.3,0.3,0.0%
Noah Brown,0.3,0.3,44.7%
Greg Dortch,0.0,0.0,7.1%
Trinity Benson,0.0,0.0,0.0%
Cam Sims,0.0,0.0,0.0%
Tyrie Cleveland,0.0,0.0,0.0%
Jalen Reagor,0.0,0.0,0.1%
Jerry Jeudy,0.0,0.0,63.9%
Montrell Washington,0.0,0.0,0.0%
Dax Milne,0.0,0.0,0.0%
Dee Eskridge,0.0,0.0,0.0%
Jaelon Darden,0.0,0.0,0.0%
Britain Covey,0.0,0.0,0.1%
Michael Woods II,0.0,0.0,0.0%
Jalen Tolbert,0.0,0.0,0.3%
Alec Pierce,0.0,0.0,2.7%
Stanley Berryhill III,0.0,0.0,0.0%
Jalen Nailor,0.0,0.0,0.0%
DJ Turner,0.0,0.0,0.0%
Michael Bandy,0.0,0.0,0.0%
Kenny Golladay,0.0,0.0,4.0%
Keelan Cole Sr.,0.0,0.0,0.0%
