Player,FPTS,FPTS/G,ROST
George Kittle,15.8,15.8,99.7%
Juwan Johnson,15.2,15.2,20.9%
Travis Kelce,9.8,9.8,100.0%
Taysom Hill,9.1,9.1,77.0%
Tommy Tremble,8.9,8.9,0.1%
Pat Freiermuth,7.5,7.5,72.6%
David Njoku,7.1,7.1,90.8%
Jordan Akins,6.8,6.8,0.0%
Evan Engram,6.7,6.7,94.9%
Peyton Hendershot,6.5,6.5,0.1%
Cade Otton,6.4,6.4,34.1%
Gerald Everett,6.3,6.3,34.0%
Brock Wright,5.7,5.7,0.1%
Austin Hooper,5.6,5.6,0.3%
Greg Dulcich,5.1,5.1,5.8%
Dalton Schultz,4.9,4.9,80.4%
T.J. Hockenson,4.8,4.8,99.2%
Hayden Hurst,4.8,4.8,3.3%
Will Dissly,4.5,4.5,0.1%
Zach Ertz,4.1,4.1,14.2%
Cole Kmet,3.2,3.2,82.2%
Robert Tonyan,3.2,3.2,0.1%
Colby Parkinson,2.8,2.8,0.1%
Foster Moreau,2.8,2.8,0.1%
Armani Rogers,2.8,2.8,0.0%
Mike Gesicki,2.7,2.7,3.3%
Dan Arnold,2.4,2.4,0.0%
Tyler Conklin,2.2,2.2,20.0%
Eric Tomlinson,2.1,2.1,0.0%
Chris Myarick,2.1,2.1,0.0%
Ko Kieft,1.8,1.8,0.0%
Isaiah Likely,1.6,1.6,38.8%
Harrison Bryant,1.5,1.5,0.7%
Mitchell Wilcox,1.4,1.4,0.0%
Daniel Bellinger,1.3,1.3,0.8%
Hunter Henry,1.2,1.2,20.1%
Noah Gray,1.0,1.0,1.1%
Kyle Pitts,0.9,0.9,81.5%
Jody Fortson,0.8,0.8,0.0%
Kyle Rudolph,0.8,0.8,0.0%
Noah Fant,0.7,0.7,1.8%
Jake Ferguson,0.7,0.7,87.0%
Kylen Granson,0.6,0.6,0.8%
Connor Heyward,0.6,0.6,0.5%
C.J. Uzomah,0.5,0.5,0.1%
Ryan Griffin,0.5,0.5,0.0%
Jonnu Smith,0.4,0.4,18.3%
Jelani Woods,0.4,0.4,0.9%
Mark Andrews,0.4,0.4,57.4%
Ian Thomas,0.3,0.3,0.0%
Feleipe Franks,0.0,0.0,0.0%
Brevin Jordan,0.0,0.0,7.6%
Josh Oliver,0.0,0.0,0.2%
Zach Gentry,0.0,0.0,0.0%
Andrew Beck,0.0,0.0,0.0%
Kevin Rader,0.0,0.0,0.0%
Tanner Hudson,0.0,0.0,4.3%
Giovanni Ricci,0.0,0.0,0.0%
Tyler Davis,0.0,0.0,0.0%
Tre' McKitty,0.0,0.0,0.0%
Trey McBride,0.0,0.0,80.4%
Chigoziem Okonkwo,0.0,0.0,30.6%
Cole Turner,0.0,0.0,0.0%
Stephen Anderson,0.0,0.0,0.0%
Eric Saubert,0.0,0.0,0.0%
Pharaoh Brown,0.0,0.0,0.0%
James Winchester,0.0,0.0,0.0%
Chris Manhertz,0.0,0.0,0.0%
Geoff Swaim,0.0,0.0,0.0%
,,,
,,,
