Player,FPTS,FPTS/G,ROST
Cole Kmet,17.0,17.0,82.2%
Dallas Goedert,16.0,16.0,82.7%
Cade Otton,12.8,12.8,34.1%
Travis Kelce,10.6,10.6,100.0%
Juwan Johnson,10.2,10.2,20.9%
Zach Ertz,10.0,10.0,14.2%
Noah Fant,9.6,9.6,1.8%
Isaiah Likely,8.4,8.4,38.8%
T.J. Hockenson,7.0,7.0,99.2%
James Mitchell,6.8,6.8,0.0%
Teagan Quitoriano,6.2,6.2,0.0%
Shane Zylstra,6.1,6.1,0.0%
Tommy Tremble,5.1,5.1,0.1%
Hunter Henry,5.0,5.0,20.1%
Chigoziem Okonkwo,4.8,4.8,30.6%
Noah Gray,4.5,4.5,1.1%
Josiah Deguara,4.1,4.1,0.1%
Gerald Everett,3.6,3.6,34.0%
Hayden Hurst,3.5,3.5,3.3%
Austin Hooper,3.4,3.4,0.3%
Robert Tonyan,2.9,2.9,0.1%
Kyle Pitts,2.7,2.7,81.5%
Dawson Knox,2.5,2.5,5.4%
Foster Moreau,2.4,2.4,0.1%
Armani Rogers,2.4,2.4,0.0%
Will Dissly,2.4,2.4,0.1%
Jonnu Smith,2.1,2.1,18.3%
Trevon Wesco,2.0,2.0,0.0%
Marcedes Lewis,1.9,1.9,0.0%
Dan Arnold,1.9,1.9,0.0%
Josh Oliver,1.9,1.9,0.2%
C.J. Uzomah,1.6,1.6,0.1%
Luke Farrell,1.5,1.5,0.0%
O.J. Howard,1.4,1.4,0.0%
Mo Alie-Cox,1.3,1.3,0.1%
Jack Stoll,1.3,1.3,0.2%
Taysom Hill,1.1,1.1,77.0%
Evan Engram,0.8,0.8,94.9%
Giovanni Ricci,0.8,0.8,0.0%
Adam Trautman,0.8,0.8,0.4%
Chris Manhertz,0.7,0.7,0.0%
Tyler Conklin,0.7,0.7,20.0%
Colby Parkinson,0.6,0.6,0.1%
Ko Kieft,0.6,0.6,0.0%
MyCole Pruitt,0.6,0.6,0.0%
Brevin Jordan,0.5,0.5,7.6%
John Bates,0.5,0.5,0.1%
Mike Gesicki,0.3,0.3,3.3%
Jelani Woods,0.2,0.2,0.9%
Johnny Mundt,0.1,0.1,0.0%
Brycen Hopkins,0.0,0.0,0.0%
Devin Asiasi,0.0,0.0,0.0%
Kylen Granson,0.0,0.0,0.8%
Brock Wright,0.0,0.0,0.1%
Durham Smythe,0.0,0.0,0.5%
Logan Thomas,0.0,0.0,53.5%
Richard Rodgers,0.0,0.0,0.0%
Jordan Akins,0.0,0.0,0.0%
Tyler Higbee,0.0,0.0,44.3%
James Winchester,0.0,0.0,0.0%
Andrew DePaola,0.0,0.0,0.0%
,,,
,,,
