Player,FPTS,FPTS/G,ROST
Mike Gesicki,18.9,18.9,3.3%
Mark Andrews,16.6,16.6,57.4%
Hunter Henry,12.1,12.1,20.1%
Travis Kelce,11.2,11.2,100.0%
Greg Dulcich,10.4,10.4,5.8%
Jake Ferguson,10.0,10.0,87.0%
Daniel Bellinger,9.8,9.8,0.8%
Dawson Knox,9.7,9.7,5.4%
Robert Tonyan,9.0,9.0,0.1%
Jelani Woods,8.7,8.7,0.9%
George Kittle,8.3,8.3,99.7%
Kyle Pitts,7.9,7.9,81.5%
Zach Ertz,7.0,7.0,14.2%
Irv Smith Jr.,6.7,6.7,3.4%
MyCole Pruitt,6.2,6.2,0.0%
Jonnu Smith,6.1,6.1,18.3%
David Njoku,5.8,5.8,90.8%
Donald Parham Jr.,5.3,5.3,2.8%
Connor Heyward,4.9,4.9,0.5%
Taysom Hill,4.5,4.5,77.0%
Noah Fant,4.5,4.5,1.8%
Juwan Johnson,4.1,4.1,20.9%
Evan Engram,4.0,4.0,94.9%
Kylen Granson,3.8,3.8,0.8%
Isaiah Likely,3.0,3.0,38.8%
Gerald Everett,2.9,2.9,34.0%
Cole Turner,2.3,2.3,0.0%
Cade Otton,2.3,2.3,34.1%
Peyton Hendershot,2.2,2.2,0.1%
Ian Thomas,2.2,2.2,0.0%
Dallas Goedert,2.2,2.2,82.7%
Pharaoh Brown,2.1,2.1,0.0%
Josh Oliver,2.1,2.1,0.2%
Hayden Hurst,2.1,2.1,3.3%
Jack Stoll,2.1,2.1,0.2%
Harrison Bryant,1.8,1.8,0.7%
C.J. Uzomah,1.7,1.7,0.1%
Tyler Conklin,1.7,1.7,20.0%
Eric Tomlinson,1.6,1.6,0.0%
Cole Kmet,1.5,1.5,82.2%
Cameron Brate,1.4,1.4,2.0%
Noah Gray,1.3,1.3,1.1%
Will Dissly,1.2,1.2,0.1%
Luke Farrell,1.1,1.1,0.0%
Colby Parkinson,1.1,1.1,0.1%
Sean McKeon,1.0,1.0,0.0%
Josiah Deguara,0.9,0.9,0.1%
Adam Trautman,0.8,0.8,0.4%
Andrew Beck,0.7,0.7,0.0%
Tyler Higbee,0.7,0.7,44.3%
Tommy Sweeney,0.7,0.7,0.0%
Zach Gentry,0.4,0.4,0.0%
Johnny Mundt,0.1,0.1,0.0%
Mitchell Fraboni,0.0,0.0,0.0%
Charlie Woerner,0.0,0.0,0.0%
Reggie Gilliam,0.0,0.0,0.0%
Stephen Sullivan,0.0,0.0,0.1%
Devin Asiasi,0.0,0.0,0.0%
Tanner Conner,0.0,0.0,0.0%
Armani Rogers,0.0,0.0,0.0%
Ko Kieft,0.0,0.0,0.0%
Hunter Long,0.0,0.0,0.0%
Tre' McKitty,0.0,0.0,0.0%
Quintin Morris,0.0,0.0,0.0%
Trey McBride,0.0,0.0,80.4%
Ryan Griffin,0.0,0.0,0.0%
Chris Manhertz,0.0,0.0,0.0%
,,,
,,,
