Player,FPTS,FPTS/G,ROST
Dalton Schultz,15.1,15.1,80.4%
Josh Oliver,13.6,13.6,0.2%
Hunter Henry,12.3,12.3,20.1%
Travis Kelce,11.7,11.7,100.0%
T.J. Hockenson,10.3,10.3,99.2%
Jordan Akins,10.1,10.1,0.0%
Jelani Woods,9.8,9.8,0.9%
Foster Moreau,9.3,9.3,0.1%
David Njoku,8.9,8.9,90.8%
John Bates,8.4,8.4,0.1%
Mark Andrews,7.0,7.0,57.4%
MyCole Pruitt,6.9,6.9,0.0%
Ko Kieft,6.5,6.5,0.0%
Durham Smythe,6.4,6.4,0.5%
Peyton Hendershot,6.2,6.2,0.1%
Hayden Hurst,5.7,5.7,3.3%
Jake Ferguson,5.7,5.7,87.0%
Tyler Conklin,5.0,5.0,20.0%
Pat Freiermuth,3.9,3.9,72.6%
Gerald Everett,3.8,3.8,34.0%
Chigoziem Okonkwo,3.5,3.5,30.6%
Noah Fant,3.4,3.4,1.8%
Austin Hooper,3.0,3.0,0.3%
Cole Kmet,2.7,2.7,82.2%
Jody Fortson,2.6,2.6,0.0%
George Kittle,2.6,2.6,99.7%
Chris Myarick,2.3,2.3,0.0%
James Mitchell,2.2,2.2,0.0%
Ian Thomas,2.1,2.1,0.0%
Teagan Quitoriano,2.0,2.0,0.0%
Taysom Hill,2.0,2.0,77.0%
Robert Tonyan,2.0,2.0,0.1%
Johnny Mundt,2.0,2.0,0.0%
Adam Trautman,1.7,1.7,0.4%
C.J. Uzomah,1.7,1.7,0.1%
Dawson Knox,1.7,1.7,5.4%
Will Dissly,1.7,1.7,0.1%
Noah Gray,1.6,1.6,1.1%
Anthony Firkser,1.6,1.6,0.0%
Cameron Brate,1.5,1.5,2.0%
Mo Alie-Cox,1.4,1.4,0.1%
Brycen Hopkins,1.2,1.2,0.0%
Greg Dulcich,1.1,1.1,5.8%
Tanner Hudson,1.0,1.0,4.3%
Harrison Bryant,0.9,0.9,0.7%
Parker Hesse,0.9,0.9,0.0%
Logan Thomas,0.7,0.7,53.5%
Jacob Harris,0.6,0.6,0.0%
Brock Wright,0.6,0.6,0.1%
Evan Engram,0.4,0.4,94.9%
Trevon Wesco,0.3,0.3,0.0%
Quintin Morris,0.3,0.3,0.0%
Tommy Tremble,0.2,0.2,0.1%
Trey McBride,0.1,0.1,80.4%
Jesper Horsted,0.0,0.0,0.0%
Charlie Woerner,0.0,0.0,0.0%
Lawrence Cager,0.0,0.0,0.0%
Tyler Davis,0.0,0.0,0.0%
Reggie Gilliam,0.0,0.0,0.0%
Juwan Johnson,0.0,0.0,20.9%
Chris Pierce Jr.,0.0,0.0,0.0%
Connor Heyward,0.0,0.0,0.5%
Tre' McKitty,0.0,0.0,0.0%
Cole Turner,0.0,0.0,0.0%
Jack Stoll,0.0,0.0,0.2%
Cade Otton,0.0,0.0,34.1%
O.J. Howard,0.0,0.0,0.0%
Mike Gesicki,0.0,0.0,3.3%
Nick Boyle,0.0,0.0,0.0%
Geoff Swaim,0.0,0.0,0.0%
Grant Calcaterra,-0.2,-0.2,0.1%
Zach Gentry,-0.4,-0.4,0.0%
,,,
,,,
