Player,FPTS,FPTS/G,ROST
Mark Andrews,16.7,16.7,57.4%
Darren Waller,11.0,11.0,62.7%
Mike Gesicki,10.1,10.1,3.3%
Ross Dwelley,9.8,9.8,0.1%
Logan Thomas,9.7,9.7,53.5%
Irv Smith Jr.,9.6,9.6,3.4%
Dallas Goedert,8.2,8.2,82.7%
Eric Saubert,8.2,8.2,0.0%
Pat Freiermuth,8.2,8.2,72.6%
Daniel Bellinger,7.6,7.6,0.8%
Zach Ertz,7.5,7.5,14.2%
Tyler Higbee,7.1,7.1,44.3%
Gerald Everett,7.1,7.1,34.0%
Travis Kelce,5.1,5.1,100.0%
Evan Engram,4.6,4.6,94.9%
Harrison Bryant,4.5,4.5,0.7%
Isaiah Likely,4.3,4.3,38.8%
Dawson Knox,4.1,4.1,5.4%
Juwan Johnson,4.0,4.0,20.9%
Tyler Conklin,4.0,4.0,20.0%
David Njoku,3.2,3.2,90.8%
Foster Moreau,3.0,3.0,0.1%
Johnny Mundt,2.8,2.8,0.0%
T.J. Hockenson,2.6,2.6,99.2%
Brock Wright,2.5,2.5,0.1%
Hayden Hurst,2.4,2.4,3.3%
Pharaoh Brown,2.4,2.4,0.0%
Tanner Hudson,2.2,2.2,4.3%
Kyle Pitts,1.9,1.9,81.5%
Austin Hooper,1.9,1.9,0.3%
Ryan Griffin,1.8,1.8,0.0%
Giovanni Ricci,1.6,1.6,0.0%
John Bates,1.5,1.5,0.1%
Taysom Hill,1.4,1.4,77.0%
Kylen Granson,1.4,1.4,0.8%
Stephen Sullivan,1.3,1.3,0.1%
Ian Thomas,1.3,1.3,0.0%
Noah Gray,1.2,1.2,1.1%
Noah Fant,1.1,1.1,1.8%
Robert Tonyan,1.1,1.1,0.1%
Cameron Brate,0.9,0.9,2.0%
Mo Alie-Cox,0.9,0.9,0.1%
Dan Arnold,0.8,0.8,0.0%
O.J. Howard,0.7,0.7,0.0%
Quintin Morris,0.6,0.6,0.0%
Parker Hesse,0.5,0.5,0.0%
Durham Smythe,0.5,0.5,0.5%
Cade Otton,0.4,0.4,34.1%
Mitchell Wilcox,0.3,0.3,0.0%
Brevin Jordan,0.3,0.3,7.6%
Stephen Anderson,0.2,0.2,0.0%
Albert Okwuegbunam,0.0,0.0,0.1%
Chris Myarick,0.0,0.0,0.0%
Cole Kmet,0.0,0.0,82.2%
Jody Fortson,0.0,0.0,0.0%
Reggie Gilliam,0.0,0.0,0.0%
Will Dissly,0.0,0.0,0.1%
Tyler Davis,0.0,0.0,0.0%
Ko Kieft,0.0,0.0,0.0%
Connor Heyward,0.0,0.0,0.5%
Kenny Yeboah,0.0,0.0,0.0%
Chigoziem Okonkwo,0.0,0.0,30.6%
Jeremy Ruckert,0.0,0.0,0.2%
Jonnu Smith,0.0,0.0,18.3%
Hunter Henry,0.0,0.0,20.1%
Patrick Scales,0.0,0.0,0.0%
Andrew Beck,-0.1,-0.1,0.0%
Dalton Schultz,-0.2,-0.2,80.4%
Drew Sample,-0.4,-0.4,0.1%
,,,
,,,
