Player,FPTS,FPTS/G,ROST
Taysom Hill,34.1,34.1,77.0%
Travis Kelce,26.5,26.5,100.0%
Mark Andrews,14.9,14.9,57.4%
Hayden Hurst,11.3,11.3,3.3%
Dallas Goedert,9.5,9.5,82.7%
Adam Trautman,9.2,9.2,0.4%
David Njoku,8.8,8.8,90.8%
Daniel Bellinger,8.4,8.4,0.8%
Durham Smythe,6.9,6.9,0.5%
Evan Engram,6.9,6.9,94.9%
Marcedes Lewis,6.2,6.2,0.0%
Hunter Henry,5.4,5.4,20.1%
Noah Fant,4.9,4.9,1.8%
Zach Ertz,4.8,4.8,14.2%
Tyler Higbee,4.6,4.6,44.3%
Cole Kmet,4.5,4.5,82.2%
Cade Otton,4.3,4.3,34.1%
Zach Gentry,4.3,4.3,0.0%
Irv Smith Jr.,4.2,4.2,3.4%
John Bates,3.9,3.9,0.1%
Eric Saubert,3.6,3.6,0.0%
Mike Gesicki,3.0,3.0,3.3%
Giovanni Ricci,2.7,2.7,0.0%
George Kittle,2.7,2.7,99.7%
Robert Tonyan,2.3,2.3,0.1%
Jordan Akins,2.2,2.2,0.0%
Will Dissly,2.1,2.1,0.1%
Dan Arnold,2.0,2.0,0.0%
Jesper Horsted,1.9,1.9,0.0%
Quintin Morris,1.9,1.9,0.0%
Josiah Deguara,1.9,1.9,0.1%
Kylen Granson,1.6,1.6,0.8%
Chris Manhertz,1.5,1.5,0.0%
Juwan Johnson,1.3,1.3,20.9%
C.J. Uzomah,1.2,1.2,0.1%
Pat Freiermuth,1.2,1.2,72.6%
Connor Heyward,1.2,1.2,0.5%
Anthony Firkser,1.1,1.1,0.0%
Parker Hesse,0.9,0.9,0.0%
Ian Thomas,0.8,0.8,0.0%
Isaiah Likely,0.7,0.7,38.8%
Austin Hooper,0.7,0.7,0.3%
Mo Alie-Cox,0.7,0.7,0.1%
Noah Gray,0.7,0.7,1.1%
Johnny Mundt,0.6,0.6,0.0%
Mason Schreck,0.6,0.6,0.0%
T.J. Hockenson,0.6,0.6,99.2%
Albert Okwuegbunam,0.5,0.5,0.1%
Geoff Swaim,0.5,0.5,0.0%
Chris Myarick,0.4,0.4,0.0%
Gerald Everett,0.2,0.2,34.0%
Ryan Griffin,0.1,0.1,0.0%
Feleipe Franks,0.0,0.0,0.0%
Andrew Beck,0.0,0.0,0.0%
Donald Parham Jr.,0.0,0.0,2.8%
Josh Oliver,0.0,0.0,0.2%
Ross Dwelley,0.0,0.0,0.1%
Charlie Woerner,0.0,0.0,0.0%
Matthew Orzech,0.0,0.0,0.0%
Harrison Bryant,0.0,0.0,0.7%
Tanner Conner,0.0,0.0,0.0%
Armani Rogers,0.0,0.0,0.0%
Ko Kieft,0.0,0.0,0.0%
Tommy Tremble,0.0,0.0,0.1%
Tre' McKitty,0.0,0.0,0.0%
Peyton Hendershot,0.0,0.0,0.1%
Kevin Rader,0.0,0.0,0.0%
Chigoziem Okonkwo,0.0,0.0,30.6%
Jelani Woods,0.0,0.0,0.9%
Cole Turner,0.0,0.0,0.0%
Kyle Rudolph,0.0,0.0,0.0%
O.J. Howard,0.0,0.0,0.0%
Dalton Schultz,0.0,0.0,80.4%
Tyler Conklin,0.0,0.0,20.0%
Eric Tomlinson,0.0,0.0,0.0%
Tyler Davis,-0.3,-0.3,0.0%
,,,
,,,
