Player,FPTS,FPTS/G,ROST
Washington Commanders,19.0,19.0,18.0%
Baltimore Ravens,17.0,17.0,84.7%
New England Patriots,17.0,17.0,29.1%
Dallas Cowboys,16.0,16.0,96.5%
Atlanta Falcons,12.0,12.0,49.4%
Detroit Lions,11.0,11.0,32.8%
San Francisco 49ers,11.0,11.0,94.9%
New York Jets,10.0,10.0,72.7%
Carolina Panthers,9.0,9.0,6.4%
Kansas City Chiefs,9.0,9.0,72.9%
Indianapolis Colts,8.0,8.0,33.2%
Philadelphia Eagles,7.0,7.0,62.1%
Las Vegas Raiders,6.0,6.0,9.8%
New Orleans Saints,5.0,5.0,60.5%
Green Bay Packers,5.0,5.0,54.0%
Buffalo Bills,5.0,5.0,74.0%
Tennessee Titans,4.0,4.0,8.3%
Chicago Bears,4.0,4.0,3.9%
Los Angeles Rams,4.0,4.0,22.6%
Pittsburgh Steelers,2.0,2.0,89.2%
Los Angeles Chargers,2.0,2.0,30.2%
Houston Texans,1.0,1.0,54.5%
Denver Broncos,1.0,1.0,23.5%
Cleveland Browns,1.0,1.0,82.1%
Cincinnati Bengals,1.0,1.0,19.4%
New York Giants,-1.0,-1.0,6.3%
Minnesota Vikings,-4.0,-4.0,26.2%
Arizona Cardinals,-4.0,-4.0,1.0%
,,,
,,,
