Player,FPTS,FPTS/G,ROST
New England Patriots,20.0,20.0,29.1%
Kansas City Chiefs,15.0,15.0,72.9%
Buffalo Bills,12.0,12.0,74.0%
Jacksonville Jaguars,12.0,12.0,55.5%
Baltimore Ravens,11.0,11.0,84.7%
Miami Dolphins,10.0,10.0,91.7%
San Francisco 49ers,10.0,10.0,94.9%
Philadelphia Eagles,9.0,9.0,62.1%
New York Jets,8.0,8.0,72.7%
Detroit Lions,8.0,8.0,32.8%
Cincinnati Bengals,8.0,8.0,19.4%
Denver Broncos,7.0,7.0,23.5%
Houston Texans,7.0,7.0,54.5%
Carolina Panthers,7.0,7.0,6.4%
Las Vegas Raiders,7.0,7.0,9.8%
Los Angeles Chargers,6.0,6.0,30.2%
Los Angeles Rams,5.0,5.0,22.6%
Dallas Cowboys,4.0,4.0,96.5%
Cleveland Browns,4.0,4.0,82.1%
Pittsburgh Steelers,3.0,3.0,89.2%
Arizona Cardinals,3.0,3.0,1.0%
New York Giants,2.0,2.0,6.3%
Seattle Seahawks,1.0,1.0,22.0%
Minnesota Vikings,-1.0,-1.0,26.2%
Tampa Bay Buccaneers,-2.0,-2.0,49.0%
Tennessee Titans,-4.0,-4.0,8.3%
,,,
,,,
