Player,FPTS,FPTS/G,ROST
Graham Gano,17.0,17.0,11.8%
Daniel Carlson,13.0,13.0,37.9%
Evan McPherson,13.0,13.0,77.2%
Brett Maher,12.0,12.0,2.8%
Tyler Bass,12.0,12.0,59.2%
Brandon McManus,12.0,12.0,50.9%
Ka'imi Fairbairn,11.0,11.0,2.4%
Austin Seibert,11.0,11.0,0.0%
Eddy Pineiro,10.0,10.0,5.8%
Justin Tucker,10.0,10.0,93.6%
Mason Crosby,10.0,10.0,0.1%
Ryan Succop,10.0,10.0,0.0%
Matt Ammendola,9.0,9.0,3.3%
Robbie Gould,9.0,9.0,0.1%
Greg Zuerlein,9.0,9.0,7.1%
Chris Boswell,8.0,8.0,33.2%
Riley Patterson,8.0,8.0,42.8%
Matt Gay,7.0,7.0,51.6%
Cade York,6.0,6.0,0.1%
Jake Elliott,6.0,6.0,87.2%
Dustin Hopkins,6.0,6.0,59.2%
Jason Sanders,6.0,6.0,63.5%
Nick Folk,5.0,5.0,33.1%
Younghoe Koo,5.0,5.0,52.5%
Cairo Santos,5.0,5.0,6.5%
Wil Lutz,4.0,4.0,15.3%
Greg Joseph,1.0,1.0,5.2%
Jason Myers,1.0,1.0,53.9%
Joey Slye,1.0,1.0,1.0%
Matt Prater,1.0,1.0,8.8%
Randy Bullock,1.0,1.0,0.1%
Chase McLaughlin,0.0,0.0,5.1%
,,,
,,,
