Player,FPTS,FPTS/G,ROST
Tyler Bass,23.0,23.0,59.2%
Brett Maher,22.0,22.0,2.8%
Evan McPherson,17.0,17.0,77.2%
Brandon McManus,14.0,14.0,50.9%
Daniel Carlson,14.0,14.0,37.9%
Harrison Butker,14.0,14.0,91.8%
Matthew Wright,13.0,13.0,0.0%
Younghoe Koo,12.0,12.0,52.5%
Chase McLaughlin,12.0,12.0,5.1%
Joey Slye,12.0,12.0,1.0%
Matt Gay,10.0,10.0,51.6%
Wil Lutz,10.0,10.0,15.3%
Cameron Dicker,10.0,10.0,71.0%
Robbie Gould,8.0,8.0,0.1%
Michael Badgley,7.0,7.0,0.0%
Justin Tucker,7.0,7.0,93.6%
Cairo Santos,7.0,7.0,6.5%
Matt Prater,5.0,5.0,8.8%
Cade York,5.0,5.0,0.1%
Jake Elliott,5.0,5.0,87.2%
Greg Zuerlein,4.0,4.0,7.1%
Nick Folk,4.0,4.0,33.1%
Ka'imi Fairbairn,4.0,4.0,2.4%
Greg Joseph,3.0,3.0,5.2%
Eddy Pineiro,3.0,3.0,5.8%
Mason Crosby,3.0,3.0,0.1%
Josh Lambo,3.0,3.0,0.1%
Quinn Nordin,0.0,0.0,0.0%
Graham Gano,0.0,0.0,11.8%
Michael Palardy,0.0,0.0,33.3%
,,,
,,,
