Player,FPTS,FPTS/G,ROST
Wil Lutz,14.0,14.0,15.3%
Ryan Succop,14.0,14.0,0.0%
Dustin Hopkins,13.0,13.0,59.2%
Jason Myers,13.0,13.0,53.9%
Brandon McManus,13.0,13.0,50.9%
Cade York,12.0,12.0,0.1%
Harrison Butker,11.0,11.0,91.8%
Jake Elliott,10.0,10.0,87.2%
Chris Boswell,10.0,10.0,33.2%
Greg Zuerlein,9.0,9.0,7.1%
Chase McLaughlin,9.0,9.0,5.1%
Nick Folk,8.0,8.0,33.1%
Justin Tucker,8.0,8.0,93.6%
Evan McPherson,8.0,8.0,77.2%
Matt Gay,6.0,6.0,51.6%
Joey Slye,6.0,6.0,1.0%
Graham Gano,6.0,6.0,11.8%
Tyler Bass,6.0,6.0,59.2%
Jason Sanders,5.0,5.0,63.5%
Eddy Pineiro,5.0,5.0,5.8%
Brett Maher,5.0,5.0,2.8%
Mason Crosby,4.0,4.0,0.1%
Greg Joseph,4.0,4.0,5.2%
Younghoe Koo,4.0,4.0,52.5%
Matt Ammendola,3.0,3.0,3.3%
Riley Patterson,3.0,3.0,42.8%
Robbie Gould,2.0,2.0,0.1%
Cairo Santos,1.0,1.0,6.5%
,,,
,,,
