Player,FPTS,FPTS/G,ROST
Ka'imi Fairbairn,16.0,16.0,2.4%
Riley Patterson,13.0,13.0,42.8%
Eddy Pineiro,13.0,13.0,5.8%
Daniel Carlson,12.0,12.0,37.9%
Michael Badgley,12.0,12.0,0.0%
Jake Elliott,12.0,12.0,87.2%
Nick Folk,11.0,11.0,33.1%
Harrison Butker,11.0,11.0,91.8%
Brett Maher,11.0,11.0,2.8%
Cameron Dicker,11.0,11.0,71.0%
Justin Tucker,11.0,11.0,93.6%
Tyler Bass,9.0,9.0,59.2%
Matt Gay,7.0,7.0,51.6%
Jason Sanders,7.0,7.0,63.5%
Matt Prater,7.0,7.0,8.8%
Jason Myers,6.0,6.0,53.9%
Greg Joseph,6.0,6.0,5.2%
Evan McPherson,5.0,5.0,77.2%
Robbie Gould,5.0,5.0,0.1%
Greg Zuerlein,4.0,4.0,7.1%
Brandon McManus,4.0,4.0,50.9%
Cade York,4.0,4.0,0.1%
Graham Gano,2.0,2.0,11.8%
Randy Bullock,2.0,2.0,0.1%
Chris Boswell,2.0,2.0,33.2%
Ryan Succop,1.0,1.0,0.0%
Michael Palardy,0.0,0.0,33.3%
,,,
,,,
