Player,FPTS,FPTS/G,ROST
Cairo Santos,18.0,18.0,6.5%
Jason Myers,16.0,16.0,53.9%
Robbie Gould,14.0,14.0,0.1%
Randy Bullock,14.0,14.0,0.1%
Justin Tucker,13.0,13.0,93.6%
Greg Zuerlein,12.0,12.0,7.1%
Jason Sanders,12.0,12.0,63.5%
Graham Gano,11.0,11.0,11.8%
Wil Lutz,11.0,11.0,15.3%
Joey Slye,11.0,11.0,1.0%
Daniel Carlson,10.0,10.0,37.9%
Rodrigo Blankenship,10.0,10.0,0.1%
Ka'imi Fairbairn,10.0,10.0,2.4%
Cade York,9.0,9.0,0.1%
Michael Badgley,9.0,9.0,0.0%
Chase McLaughlin,6.0,6.0,5.1%
Harrison Butker,6.0,6.0,91.8%
Younghoe Koo,6.0,6.0,52.5%
Brett Maher,6.0,6.0,2.8%
Chris Boswell,5.0,5.0,33.2%
Evan McPherson,5.0,5.0,77.2%
Brandon McManus,4.0,4.0,50.9%
Riley Patterson,3.0,3.0,42.8%
Mason Crosby,3.0,3.0,0.1%
Taylor Bertolet,3.0,3.0,0.0%
Eddy Pineiro,3.0,3.0,5.8%
Ryan Succop,3.0,3.0,0.0%
Nick Folk,2.0,2.0,33.1%
,,,
,,,
