"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"20","Taysom Hill (NO)","0","0","0","0","0","0","0","5","39","0","0","1","4.5","4.5","77.0%"
"21","Noah Fant (SEA)","6","7","45","7.5","15","0","0","0","0","0","0","1","4.5","4.5","1.8%"
"22","Juwan Johnson (NO)","4","6","41","10.3","20","1","0","0","0","0","0","1","4.1","4.1","20.9%"
"23","Evan Engram (JAC)","5","6","40","8.0","16","0","0","0","0","0","0","1","4.0","4.0","94.9%"
"24","Kylen Granson (IND)","4","4","38","9.5","17","0","0","0","0","0","0","1","3.8","3.8","0.8%"
"25","Isaiah Likely (BAL)","2","4","30","15.0","19","0","0","0","0","0","0","1","3.0","3.0","38.8%"
"26","Gerald Everett (LAC)","5","7","29","5.8","9","0","0","0","0","0","0","1","2.9","2.9","34.0%"
"27","Cole Turner (WAS)","2","2","23","11.5","18","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"28","Cade Otton (TB)","2","3","23","11.5","17","0","0","0","0","0","0","1","2.3","2.3","34.1%"
"29","Peyton Hendershot (DAL)","2","5","22","11.0","11","0","0","0","0","0","0","1","2.2","2.2","0.1%"
"30","Ian Thomas (CAR)","2","2","22","11.0","16","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"31","Dallas Goedert (PHI)","2","6","22","11.0","14","0","0","0","0","0","0","1","2.2","2.2","82.7%"
"32","Pharaoh Brown (NE)","2","3","21","10.5","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"33","Josh Oliver (MIN)","2","3","21","10.5","12","0","0","0","0","0","0","1","2.1","2.1","0.2%"
"34","Hayden Hurst (CAR)","3","3","21","7.0","9","0","0","0","0","0","0","1","2.1","2.1","3.3%"
"35","Jack Stoll (PHI)","1","1","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","0.2%"
"36","Harrison Bryant (CLE)","3","4","18","6.0","7","0","0","0","0","0","0","1","1.8","1.8","0.7%"
"37","C.J. Uzomah (NYJ)","2","2","17","8.5","14","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"38","Tyler Conklin (NYJ)","1","2","16","16.0","16","0","0","1","1","0","0","1","1.7","1.7","20.0%"
"39","Eric Tomlinson (FA)","1","1","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"40","Cole Kmet (CHI)","1","3","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","82.2%"
"41","Cameron Brate (FA)","2","3","14","7.0","8","0","0","0","0","0","0","1","1.4","1.4","2.0%"
"42","Noah Gray (KC)","3","3","13","4.3","7","0","0","0","0","0","0","1","1.3","1.3","1.1%"
"43","Will Dissly (SEA)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.1%"
"44","Luke Farrell (JAC)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"45","Colby Parkinson (SEA)","2","2","11","5.5","7","0","0","0","0","0","0","1","1.1","1.1","0.1%"
"46","Sean McKeon (DAL)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"47","Josiah Deguara (GB)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"48","Adam Trautman (DEN)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.4%"
"49","Andrew Beck (HOU)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"50","Tyler Higbee (LAR)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","44.3%"
"51","Tommy Sweeney (FA)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"52","Zach Gentry (CIN)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"53","Johnny Mundt (MIN)","2","2","1","0.5","1","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"54","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"55","Charlie Woerner (SF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","Reggie Gilliam (BUF)","3","3","18","6.0","11","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"57","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"58","Devin Asiasi (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"59","Tanner Conner (MIA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"60","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"61","Ko Kieft (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"62","Hunter Long (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"63","Tre' McKitty (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Quintin Morris (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Trey McBride (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","80.4%"
"66","Ryan Griffin (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"67","Chris Manhertz (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
""
""
