"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"23","Austin Hooper (LV)","3","4","30","10.0","12","0","0","0","0","0","0","1","3.0","3.0","0.3%"
"24","Cole Kmet (CHI)","3","6","27","9.0","14","0","0","0","0","0","0","1","2.7","2.7","82.2%"
"25","Jody Fortson (KC)","2","3","26","13.0","21","1","0","0","0","0","0","1","2.6","2.6","0.0%"
"26","George Kittle (SF)","3","4","26","8.7","14","0","0","0","0","0","0","1","2.6","2.6","99.7%"
"27","Chris Myarick (FA)","1","1","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","0.0%"
"28","James Mitchell (DET)","1","1","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","0.0%"
"29","Ian Thomas (CAR)","2","2","21","10.5","15","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"30","Teagan Quitoriano (HOU)","2","2","20","10.0","13","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"31","Taysom Hill (NO)","1","2","7","7.0","7","0","0","6","13","0","0","1","2.0","2.0","77.0%"
"32","Robert Tonyan (CHI)","3","3","20","6.7","17","0","0","0","0","0","0","1","2.0","2.0","0.1%"
"33","Johnny Mundt (MIN)","2","2","20","10.0","13","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"34","Adam Trautman (DEN)","1","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","0.4%"
"35","C.J. Uzomah (NYJ)","3","3","17","5.7","8","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"36","Dawson Knox (BUF)","2","2","17","8.5","15","0","0","0","0","0","0","1","1.7","1.7","5.4%"
"37","Will Dissly (SEA)","2","3","17","8.5","12","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"38","Noah Gray (KC)","2","2","16","8.0","9","0","0","0","0","0","0","1","1.6","1.6","1.1%"
"39","Anthony Firkser (DET)","1","1","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"40","Cameron Brate (FA)","2","5","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","2.0%"
"41","Mo Alie-Cox (IND)","2","3","14","7.0","11","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"42","Brycen Hopkins (LAR)","1","2","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"43","Greg Dulcich (DEN)","2","3","11","5.5","9","0","0","0","0","0","0","1","1.1","1.1","5.8%"
"44","Tanner Hudson (CIN)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","4.3%"
"45","Harrison Bryant (CLE)","2","2","9","4.5","9","0","0","0","0","0","0","1","0.9","0.9","0.7%"
"46","Parker Hesse (ATL)","1","2","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"47","Logan Thomas (WAS)","1","3","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","53.5%"
"48","Jacob Harris (JAC)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"49","Brock Wright (DET)","2","3","6","3.0","5","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"50","Evan Engram (JAC)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","94.9%"
"51","Trevon Wesco (TEN)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"52","Quintin Morris (BUF)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"53","Tommy Tremble (CAR)","1","2","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"54","Trey McBride (ARI)","1","3","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","80.4%"
"55","Jesper Horsted (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"57","Lawrence Cager (NYG)","1","2","20","20.0","20","1","0","0","0","0","0","1","0.0","0.0","0.0%"
"58","Tyler Davis (GB)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"59","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"60","Juwan Johnson (NO)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","20.9%"
"61","Chris Pierce Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"62","Connor Heyward (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.5%"
"63","Tre' McKitty (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Cole Turner (WAS)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Jack Stoll (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"66","Cade Otton (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","34.1%"
"67","O.J. Howard (FA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"68","Mike Gesicki (NE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.3%"
"69","Nick Boyle (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"70","Geoff Swaim (ARI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"71","Grant Calcaterra (PHI)","1","1","-2","-2.0","0","0","0","0","0","0","0","1","-0.2","-0.2","0.1%"
"72","Zach Gentry (CIN)","1","1","-4","-4.0","0","0","0","0","0","0","0","1","-0.4","-0.4","0.0%"
""
""
