"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Stefon Diggs (BUF)","12","15","148","12.3","46","3","3","0","0","0","0","1","32.8","32.8","100.0%"
"2","Tyreek Hill (MIA)","11","13","190","17.3","60","8","2","0","0","0","0","1","31.0","31.0","100.0%"
"3","Amon-Ra St. Brown (DET)","9","12","116","12.9","49","3","2","2","68","0","0","1","30.4","30.4","100.0%"
"4","Jaylen Waddle (MIA)","11","19","171","15.5","59","6","2","0","0","0","0","1","29.1","29.1","99.4%"
"5","Garrett Wilson (NYJ)","8","14","102","12.8","31","2","2","1","-2","0","0","1","22.0","22.0","97.3%"
"6","Cooper Kupp (LAR)","11","14","108","9.8","20","1","2","0","0","0","1","1","20.8","20.8","99.0%"
"7","Christian Kirk (JAC)","6","6","78","13.0","26","2","2","0","0","0","0","1","19.8","19.8","86.5%"
"8","Mike Williams (LAC)","8","10","113","14.1","39","2","1","0","0","0","0","1","17.3","17.3","18.8%"
"9","Nelson Agholor (BAL)","6","6","110","18.3","44","4","1","0","0","0","0","1","17.0","17.0","0.7%"
"10","Rashod Bateman (BAL)","4","7","108","27.0","75","4","1","0","0","0","0","1","16.8","16.8","9.9%"
"11","Drake London (ATL)","8","12","86","10.8","22","1","1","0","0","0","0","1","16.6","16.6","82.4%"
"12","Amari Cooper (CLE)","9","10","101","11.2","20","1","1","0","0","0","0","1","16.1","16.1","92.9%"
"13","Curtis Samuel (WAS)","7","9","78","11.1","27","1","1","1","21","0","0","1","15.9","15.9","39.8%"
"14","Noah Brown (HOU)","5","5","91","18.2","28","2","1","0","0","0","0","1","15.1","15.1","44.7%"
"15","Corey Davis (FA)","2","4","83","41.5","66","4","1","0","0","0","0","1","14.3","14.3","0.1%"
"16","Jahan Dotson (WAS)","4","5","59","14.8","40","3","1","0","0","0","0","1","13.9","13.9","60.7%"
"17","Tee Higgins (CIN)","6","10","71","11.8","19","0","1","0","0","0","0","1","13.1","13.1","89.4%"
