"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"18","Quez Watkins (PHI)","2","2","69","34.5","53","4","1","0","0","0","0","1","12.9","12.9","0.3%"
"19","Courtland Sutton (DEN)","7","11","122","17.4","35","5","0","1","5","0","0","1","12.7","12.7","86.9%"
"20","Michael Thomas (NO)","6","9","65","10.8","13","0","1","0","0","0","0","1","12.5","12.5","40.8%"
"21","Greg Dortch (ARI)","4","4","55","13.8","29","1","1","0","0","0","0","1","11.5","11.5","7.1%"
"22","Allen Robinson II (PIT)","4","5","53","13.3","29","1","1","0","0","0","0","1","11.3","11.3","1.1%"
"23","Justin Watson (KC)","2","2","50","25.0","41","3","1","0","0","0","0","1","11.0","11.0","3.4%"
"24","Tyler Lockett (SEA)","9","11","107","11.9","27","1","0","0","0","0","0","1","10.7","10.7","91.9%"
"25","Breshad Perriman (FA)","3","5","45","15.0","28","1","1","0","0","0","0","1","10.5","10.5","0.0%"
"26","DJ Moore (CHI)","3","6","43","14.3","29","1","1","0","0","0","0","1","10.3","10.3","96.6%"
"27","Devin Duvernay (BAL)","2","2","42","21.0","26","1","0","0","0","0","0","1","10.2","10.2","0.1%"
"28","Josh Reynolds (DET)","3","3","38","12.7","23","1","1","0","0","0","0","1","9.8","9.8","11.4%"
"29","Deebo Samuel (SF)","5","6","44","8.8","15","0","0","4","53","0","0","1","9.7","9.7","98.6%"
"30","Jakobi Meyers (LV)","9","13","95","10.6","24","1","0","0","0","0","0","1","9.5","9.5","79.1%"
"31","Sammy Watkins (FA)","3","4","93","31.0","55","5","0","0","0","0","0","1","9.3","9.3","0.0%"
"32","Joshua Palmer (LAC)","4","8","30","7.5","10","0","1","0","0","0","0","1","9.0","9.0","25.6%"
"33","Terry McLaurin (WAS)","4","8","75","18.8","35","2","0","1","7","0","0","1","8.2","8.2","90.8%"
"34","Ashton Dulin (IND)","5","7","79","15.8","39","2","0","1","3","0","0","1","8.2","8.2","0.0%"
"35","CeeDee Lamb (DAL)","7","11","75","10.7","24","1","0","1","6","0","0","1","8.1","8.1","100.0%"
"36","Olamide Zaccheaus (PHI)","2","2","21","10.5","11","0","1","0","0","0","0","1","8.1","8.1","0.1%"
"37","DeVonta Smith (PHI)","7","7","80","11.4","19","0","0","0","0","0","0","1","8.0","8.0","98.3%"
"38","Diontae Johnson (PIT)","6","10","57","9.5","17","0","0","0","0","0","0","1","7.7","7.7","80.9%"
"39","Allen Lazard (NYJ)","2","3","13","6.5","8","0","1","0","0","0","0","1","7.3","7.3","10.8%"
"40","Demarcus Robinson (LAR)","1","2","12","12.0","12","0","1","0","0","0","0","1","7.2","7.2","0.1%"
"41","Davante Adams (LV)","2","7","12","6.0","11","0","1","0","0","0","0","1","7.2","7.2","99.9%"
"42","A.J. Brown (PHI)","5","8","69","13.8","23","1","0","0","0","0","0","1","6.9","6.9","100.0%"
"43","Marquise Brown (ARI)","6","11","68","11.3","24","1","0","0","0","0","0","1","6.8","6.8","85.6%"
"44","Mack Hollins (ATL)","5","8","66","13.2","23","2","0","0","0","0","0","1","6.6","6.6","0.4%"
"45","Brandon Aiyuk (SF)","5","8","63","12.6","25","1","0","0","0","0","0","1","6.3","6.3","97.6%"
"46","River Cracraft (MIA)","1","2","2","2.0","2","0","1","0","0","0","0","1","6.2","6.2","0.1%"
"47","Mike Evans (TB)","3","4","61","20.3","41","3","0","0","0","0","0","1","6.1","6.1","97.3%"
"48","Chris Olave (NO)","5","13","80","16.0","51","4","0","0","0","0","1","1","6.0","6.0","98.4%"
"49","Nico Collins (HOU)","4","9","58","14.5","29","2","0","0","0","0","0","1","5.8","5.8","92.0%"
"50","Ja'Marr Chase (CIN)","5","9","54","10.8","17","0","0","1","4","0","0","1","5.8","5.8","100.0%"
"51","KhaDarel Hodge (ATL)","2","3","57","28.5","39","2","0","0","0","0","0","1","5.7","5.7","0.0%"
"52","DeAndre Carter (LV)","3","3","55","18.3","35","2","0","0","0","0","0","1","5.5","5.5","0.1%"
"53","Brandin Cooks (DAL)","4","10","54","13.5","25","2","0","0","0","0","0","1","5.4","5.4","70.5%"
"54","Adam Thielen (CAR)","4","7","52","13.0","19","0","0","0","0","0","0","1","5.2","5.2","91.4%"
"55","Richie James Jr. (KC)","5","6","51","10.2","15","0","0","0","0","0","0","1","5.1","5.1","0.1%"
"56","Jake Kumerow (FA)","2","3","50","25.0","39","2","0","0","0","0","0","1","5.0","5.0","0.0%"
"57","Justin Jefferson (MIN)","6","12","48","8.0","11","0","0","0","0","0","0","1","4.8","4.8","99.9%"
"58","Treylon Burks (TEN)","4","6","47","11.8","16","0","0","0","0","0","0","1","4.7","4.7","17.9%"
"59","Mecole Hardman Jr. (KC)","3","4","49","16.3","30","2","0","1","-4","0","0","1","4.5","4.5","1.7%"
"60","Scott Miller (ATL)","3","8","34","11.3","23","1","0","1","8","0","0","1","4.2","4.2","0.0%"
"61","Robert Woods (HOU)","4","5","39","9.8","17","0","0","0","0","0","0","1","3.9","3.9","7.8%"
"62","Equanimeous St. Brown (CHI)","2","4","39","19.5","30","2","0","0","0","0","0","1","3.9","3.9","0.1%"
"63","Hunter Renfrow (LV)","7","10","59","8.4","20","1","0","0","0","0","1","1","3.9","3.9","2.3%"
"64","Tyler Boyd (CIN)","2","2","17","8.5","16","0","0","0","0","0","0","1","3.7","3.7","49.6%"
"65","David Sills (DEN)","3","4","37","12.3","24","1","0","0","0","0","0","1","3.7","3.7","0.0%"
"66","Randall Cobb (NYJ)","3","3","37","12.3","20","1","0","0","0","0","0","1","3.7","3.7","0.3%"
"67","Isaiah McKenzie (IND)","2","3","37","18.5","28","1","0","0","0","0","0","1","3.7","3.7","0.2%"
"68","A.J. Green (FA)","3","7","16","5.3","10","0","0","0","0","0","0","1","3.6","3.6","1.0%"
"69","Elijah Moore (CLE)","3","5","41","13.7","18","0","0","1","-6","0","0","1","3.5","3.5","42.2%"
"70","DK Metcalf (SEA)","4","6","35","8.8","12","0","0","0","0","0","0","1","3.5","3.5","98.2%"
"71","Sterling Shepard (NYG)","6","10","34","5.7","12","0","0","0","0","0","0","1","3.4","3.4","0.2%"
"72","Marvin Jones Jr. (FA)","3","5","33","11.0","13","0","0","0","0","0","0","1","3.3","3.3","0.6%"
"73","Russell Gage (TB)","5","6","28","5.6","10","0","0","0","0","0","0","1","2.8","2.8","0.1%"
"74","Tyrie Cleveland (IND)","2","3","28","14.0","16","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"75","Romeo Doubs (GB)","2","3","27","13.5","20","1","0","0","0","0","0","1","2.7","2.7","48.4%"
"76","Chase Claypool (MIA)","4","6","26","6.5","11","0","0","0","0","0","0","1","2.6","2.6","2.4%"
"77","Jarvis Landry (FA)","4","5","25","6.3","10","0","0","0","0","0","0","1","2.5","2.5","14.0%"
"78","K.J. Osborn (MIN)","2","2","25","12.5","15","0","0","0","0","0","0","1","2.5","2.5","22.4%"
"79","Jalen Reagor (NE)","1","2","7","7.0","7","0","0","1","17","0","0","1","2.4","2.4","0.1%"
"80","Dezmon Patmon (FA)","2","6","24","12.0","17","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"81","Zay Jones (JAC)","3","4","23","7.7","10","0","0","0","0","0","0","1","2.3","2.3","23.7%"
"82","George Pickens (PIT)","1","2","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","81.7%"
"83","Mike Strachan (CAR)","1","3","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","0.0%"
"84","Braxton Berrios (MIA)","0","0","0","0","0","0","0","2","22","0","0","1","2.2","2.2","1.6%"
"85","Kendall Hinton (FA)","1","1","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","0.0%"
"86","Montrell Washington (KC)","0","1","0","0","0","0","0","1","19","0","0","1","1.9","1.9","0.0%"
"87","Jeff Smith (FA)","1","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"88","Ben Skowronek (LAR)","2","3","16","8.0","8","0","0","0","0","0","0","1","1.6","1.6","0.1%"
"89","Kendrick Bourne (NE)","2","3","16","8.0","10","0","0","0","0","0","0","1","1.6","1.6","5.4%"
"90","Jamison Crowder (WAS)","1","2","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","0.1%"
"91","Ray-Ray McCloud III (SF)","1","2","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","1.1%"
"92","Chris Moore (TEN)","2","4","14","7.0","9","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"93","Zach Pascal (ARI)","2","2","14","7.0","8","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"94","Nick Westbrook-Ikhine (TEN)","1","4","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.8%"
"95","Marquez Valdes-Scantling (KC)","2","7","13","6.5","7","0","0","0","0","0","0","1","1.3","1.3","3.8%"
"96","Robbie Chosen (MIA)","3","5","32","10.7","19","0","0","0","0","0","1","1","1.2","1.2","0.1%"
"97","Andre Baccellia (ARI)","2","2","12","6.0","11","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"98","Jerry Jeudy (DEN)","1","3","11","11.0","11","0","0","1","1","0","0","1","1.2","1.2","63.9%"
"99","Lil'Jordan Humphrey (DEN)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"100","JuJu Smith-Schuster (NE)","3","3","10","3.3","4","0","0","0","0","0","0","1","1.0","1.0","19.1%"
"101","Trent Sherfield (BUF)","2","2","9","4.5","12","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"102","Christian Watson (GB)","3","3","9","3.0","9","0","0","0","0","0","0","1","0.9","0.9","78.8%"
"103","Deonte Harty (BUF)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.3%"
"104","Tylan Wallace (BAL)","1","2","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"105","David Bell (CLE)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"106","Dax Milne (WAS)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"107","Dee Eskridge (SEA)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"108","Jauan Jennings (SF)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.7%"
"109","KaVontae Turpin (DAL)","0","0","0","0","0","0","0","1","3","0","0","1","0.3","0.3","0.7%"
"110","Shi Smith (TEN)","1","6","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"111","Bryan Edwards (FA)","1","2","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"112","Jamal Agnew (JAC)","0","1","0","0","0","0","0","2","1","0","0","1","0.1","0.1","0.2%"
"113","Amari Rodgers (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Kadarius Toney (KC)","2","3","0","0.0","2","0","0","0","0","0","0","1","0.0","0.0","12.1%"
"115","Ihmir Smith-Marsette (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Miles Boykin (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","Parris Campbell (NYG)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.5%"
"118","Cam Sims (CAR)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","Quintez Cephus (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Donovan Peoples-Jones (DET)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.2%"
"121","Dennis Houston (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Raleigh Webb (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"124","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Skyy Moore (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","19.5%"
"126","Khalil Shakir (BUF)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","9.3%"
"127","Danny Gray (SF)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Simi Fehoko (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"129","Josh Gordon (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"130","Marquise Goodwin (CLE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"131","Trent Taylor (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"132","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"133","Kalif Raymond (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"134","Keke Coutee (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"135","Dante Pettis (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","DJ Chark Jr. (CAR)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","17.1%"
"137","Byron Pringle (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","Cedrick Wilson Jr. (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"139","DeVante Parker (NE)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.8%"
"140","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","1","18","0","1","1","-0.2","-0.2","0.0%"
"141","Darnell Mooney (CHI)","1","2","-4","-4.0","0","0","0","0","0","0","0","1","-0.4","-0.4","17.6%"
"142","Kyle Philips (TEN)","1","1","5","5.0","5","0","0","0","0","0","1","1","-1.5","-1.5","0.1%"
"143","Brandon Powell (MIN)","1","1","6","6.0","6","0","0","1","-26","0","0","1","-2.0","-2.0","1.3%"
""
""
