"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"22","Anthony Schwartz (MIA)","1","2","17","17.0","17","0","0","1","31","1","0","1","10.8","10.8","0.0%"
"23","Richie James Jr. (KC)","5","6","41","8.2","16","0","1","0","0","0","0","1","10.1","10.1","0.1%"
"24","Jamal Agnew (JAC)","5","5","37","7.4","17","0","1","0","0","0","0","1","9.7","9.7","0.2%"
"25","Quez Watkins (PHI)","3","5","35","11.7","30","2","1","0","0","0","0","1","9.5","9.5","0.3%"
"26","Amari Cooper (CLE)","7","12","94","13.4","45","3","0","0","0","0","0","1","9.4","9.4","92.9%"
"27","Olamide Zaccheaus (PHI)","5","8","91","18.2","45","4","0","0","0","0","0","1","9.1","9.1","0.1%"
"28","DK Metcalf (SEA)","11","15","90","8.2","24","1","0","0","0","0","0","1","9.0","9.0","98.2%"
"29","Tyreek Hill (MIA)","6","9","85","14.2","29","1","0","1","5","0","0","1","9.0","9.0","100.0%"
"30","Van Jefferson (ATL)","3","6","29","9.7","16","0","1","0","0","0","0","1","8.9","8.9","2.4%"
"31","A.J. Brown (PHI)","4","6","46","11.5","23","1","1","0","0","0","1","1","8.6","8.6","100.0%"
"32","Jaylen Waddle (MIA)","5","10","85","17.0","34","3","0","0","0","0","0","1","8.5","8.5","99.4%"
"33","Marvin Jones Jr. (FA)","3","3","22","7.3","10","0","1","0","0","0","0","1","8.2","8.2","0.6%"
"34","DeVante Parker (NE)","4","4","80","20.0","40","3","0","0","0","0","0","1","8.0","8.0","2.8%"
"35","Randall Cobb (NYJ)","2","4","19","9.5","11","0","1","0","0","0","0","1","7.9","7.9","0.3%"
"36","George Pickens (PIT)","3","6","57","19.0","35","2","0","0","0","0","0","1","7.7","7.7","81.7%"
"37","DJ Chark Jr. (CAR)","2","5","16","8.0","15","0","1","0","0","0","0","1","7.6","7.6","17.1%"
"38","Courtland Sutton (DEN)","6","8","75","12.5","22","1","0","0","0","0","0","1","7.5","7.5","86.9%"
"39","Davante Adams (LV)","7","11","74","10.6","28","1","0","0","0","0","0","1","7.4","7.4","99.9%"
"40","DeSean Jackson (FA)","2","3","74","37.0","62","4","0","0","0","0","0","1","7.4","7.4","1.0%"
"41","Byron Pringle (WAS)","2","2","12","6.0","8","0","1","0","0","0","0","1","7.2","7.2","0.0%"
"42","Treylon Burks (TEN)","4","6","70","17.5","51","4","0","0","0","0","0","1","7.0","7.0","17.9%"
"43","Brandon Johnson (DEN)","2","4","10","5.0","9","0","1","0","0","0","0","1","7.0","7.0","0.1%"
"44","Brandon Aiyuk (SF)","5","8","65","13.0","27","2","0","0","0","0","0","1","6.5","6.5","97.6%"
"45","Darius Slayton (NYG)","3","6","63","21.0","44","3","0","0","0","0","0","1","6.3","6.3","2.2%"
"46","Michael Gallup (DAL)","5","8","63","12.6","25","1","0","0","0","0","0","1","6.3","6.3","19.7%"
"47","Jakobi Meyers (LV)","3","4","62","20.7","26","2","0","0","0","0","0","1","6.2","6.2","79.1%"
"48","Chris Olave (NO)","5","9","62","12.4","20","1","0","0","0","0","0","1","6.2","6.2","98.4%"
"49","Brandin Cooks (DAL)","5","5","59","11.8","39","2","0","1","2","0","0","1","6.1","6.1","70.5%"
"50","Rashid Shaheed (NO)","2","3","53","26.5","35","2","0","1","6","0","0","1","5.9","5.9","32.0%"
"51","Nick Westbrook-Ikhine (TEN)","4","6","58","14.5","25","2","0","0","0","0","0","1","5.8","5.8","0.8%"
"52","Joshua Palmer (LAC)","5","7","56","11.2","18","0","0","0","0","0","0","1","5.6","5.6","25.6%"
"53","Marquez Valdes-Scantling (KC)","4","5","56","14.0","23","2","0","0","0","0","0","1","5.6","5.6","3.8%"
"54","Julio Jones (PHI)","3","4","40","13.3","26","1","0","1","15","0","0","1","5.5","5.5","1.5%"
"55","River Cracraft (MIA)","4","4","55","13.8","22","1","0","0","0","0","0","1","5.5","5.5","0.1%"
"56","Marquise Goodwin (CLE)","3","3","48","16.0","21","2","0","1","7","0","0","1","5.5","5.5","0.1%"
"57","Terry McLaurin (WAS)","4","6","48","12.0","26","1","0","1","5","0","0","1","5.3","5.3","90.8%"
"58","Chase Claypool (MIA)","2","5","51","25.5","31","3","0","0","0","0","0","1","5.1","5.1","2.4%"
"59","DeVonta Smith (PHI)","4","9","50","12.5","17","0","0","0","0","0","0","1","5.0","5.0","98.3%"
"60","Diontae Johnson (PIT)","5","8","49","9.8","11","0","0","0","0","0","0","1","4.9","4.9","80.9%"
"61","Kendall Hinton (FA)","5","9","35","7.0","14","0","0","1","13","0","0","1","4.8","4.8","0.0%"
"62","Marquise Brown (ARI)","6","8","46","7.7","13","0","0","0","0","0","0","1","4.6","4.6","85.6%"
"63","Nico Collins (HOU)","6","9","44","7.3","12","0","0","0","0","0","0","1","4.4","4.4","92.0%"
"64","Deebo Samuel (SF)","3","7","43","14.3","20","1","0","2","0","0","0","1","4.3","4.3","98.6%"
"65","Christian Kirk (JAC)","4","9","46","11.5","17","0","0","1","-5","0","0","1","4.1","4.1","86.5%"
"66","Devin Duvernay (BAL)","3","5","23","7.7","11","0","0","2","16","0","0","1","3.9","3.9","0.1%"
"67","Gabe Davis (BUF)","4","5","38","9.5","16","0","0","0","0","0","0","1","3.8","3.8","81.3%"
"68","JuJu Smith-Schuster (NE)","3","3","38","12.7","15","0","0","0","0","0","0","1","3.8","3.8","19.1%"
"69","Kalif Raymond (DET)","4","6","35","8.8","13","0","0","0","0","0","0","1","3.5","3.5","1.9%"
"70","Trent Sherfield (BUF)","2","5","33","16.5","24","1","0","0","0","0","0","1","3.3","3.3","0.1%"
"71","Mike Evans (TB)","2","9","31","15.5","28","1","0","0","0","0","0","1","3.1","3.1","97.3%"
"72","Isaiah Hodgins (NYG)","3","4","31","10.3","17","0","0","0","0","0","0","1","3.1","3.1","1.1%"
"73","Drake London (ATL)","2","4","29","14.5","22","1","0","0","0","0","0","1","2.9","2.9","82.4%"
"74","Kendrick Bourne (NE)","3","4","36","12.0","17","0","0","1","-7","0","0","1","2.9","2.9","5.4%"
"75","Cedrick Wilson Jr. (MIA)","2","3","26","13.0","20","1","0","0","0","0","0","1","2.6","2.6","0.2%"
"76","Justin Watson (KC)","2","2","26","13.0","14","0","0","0","0","0","0","1","2.6","2.6","3.4%"
"77","Jalen Reagor (NE)","1","1","25","25.0","25","1","0","0","0","0","0","1","2.5","2.5","0.1%"
"78","Allen Lazard (NYJ)","2","3","24","12.0","17","0","0","0","0","0","0","1","2.4","2.4","10.8%"
"79","David Bell (CLE)","4","6","23","5.8","9","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"80","Tutu Atwell (LAR)","2","2","23","11.5","15","0","0","0","0","0","0","1","2.3","2.3","22.0%"
"81","Laviska Shenault Jr. (CAR)","2","2","19","9.5","14","0","0","1","2","0","0","1","2.1","2.1","0.1%"
"82","Jarvis Landry (FA)","2","4","20","10.0","12","0","0","0","0","0","0","1","2.0","2.0","14.0%"
"83","Lawrence Cager (NYG)","1","2","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","0.0%"
"84","Demarcus Robinson (LAR)","1","4","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"85","Dyami Brown (WAS)","1","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"86","Robbie Chosen (MIA)","1","3","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"87","Tyler Boyd (CIN)","2","4","16","8.0","9","0","0","0","0","0","0","1","1.6","1.6","49.6%"
"88","Trenton Irwin (CIN)","1","4","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","1.9%"
"89","Skyy Moore (KC)","5","6","36","7.2","18","0","0","0","0","0","1","1","1.6","1.6","19.5%"
"90","Donovan Peoples-Jones (DET)","2","4","16","8.0","9","0","0","0","0","0","0","1","1.6","1.6","2.2%"
"91","Robert Woods (HOU)","2","6","16","8.0","10","0","0","0","0","0","0","1","1.6","1.6","7.8%"
"92","Parris Campbell (NYG)","2","3","14","7.0","8","0","0","0","0","0","0","1","1.4","1.4","2.5%"
"93","K.J. Osborn (MIN)","1","2","8","8.0","8","0","0","1","5","0","0","1","1.3","1.3","22.4%"
"94","Braxton Berrios (MIA)","1","1","4","4.0","4","0","0","2","9","0","0","1","1.3","1.3","1.6%"
"95","Curtis Samuel (WAS)","0","0","0","0","0","0","0","4","13","0","0","1","1.3","1.3","39.8%"
"96","Keelan Cole Sr. (LV)","2","2","12","6.0","9","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"97","Dante Pettis (FA)","1","2","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"98","Ray-Ray McCloud III (SF)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","1.1%"
"99","Denzel Mims (PIT)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"100","Steven Sims Jr. (HOU)","2","3","9","4.5","6","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"101","Corey Davis (FA)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"102","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","1","9","0","0","1","0.9","0.9","0.0%"
"103","Tre'Quan Smith (DEN)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"104","Trent Taylor (CHI)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"105","Terrace Marshall Jr. (CAR)","1","3","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.3%"
"106","Equanimeous St. Brown (CHI)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"107","Andre Baccellia (ARI)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"108","Chris Moore (TEN)","2","3","7","3.5","4","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"109","Brandon Powell (MIN)","2","2","6","3.0","5","0","0","0","0","0","0","1","0.6","0.6","1.3%"
"110","Velus Jones Jr. (CHI)","0","0","0","0","0","0","0","2","6","0","0","1","0.6","0.6","0.1%"
"111","Ben Skowronek (LAR)","2","4","5","2.5","5","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"112","A.J. Green (FA)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.0%"
"113","Phillip Dorsett II (DEN)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"114","Cody White (SEA)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"115","Shi Smith (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","KaVontae Turpin (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"118","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Alex Bachman (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","James Proche II (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Lance McCutcheon (NYJ)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Chris Pierce Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"125","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Alec Pierce (IND)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.7%"
"127","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Jalen Nailor (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"129","Jahan Dotson (WAS)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","60.7%"
"130","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"131","Jacob Harris (JAC)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"132","Noah Brown (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","44.7%"
"133","Cody Hollister (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","C.J. Board (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"135","Zach Pascal (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Breshad Perriman (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"137","Kevin White (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","Pharoh Cooper (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"139","Alex Erickson (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"140","Montrell Washington (KC)","1","3","-3","-3.0","0","0","0","1","1","0","0","1","-0.2","-0.2","0.0%"
"141","Jalen Virgil (DEN)","0","2","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.0%"
""
""
