"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"40","Jerry Jeudy (DEN)","3","7","54","18.0","37","2","0","0","0","0","0","1","5.4","5.4","63.9%"
"41","Corey Davis (FA)","2","4","52","26.0","41","3","0","0","0","0","0","1","5.2","5.2","0.1%"
"42","Terry McLaurin (WAS)","3","4","41","13.7","17","0","0","2","11","0","0","1","5.2","5.2","90.8%"
"43","Rondale Moore (ARI)","6","10","49","8.2","26","1","0","0","0","0","0","1","4.9","4.9","21.2%"
"44","Tee Higgins (CIN)","6","9","47","7.8","13","0","0","0","0","0","0","1","4.7","4.7","89.4%"
"45","KJ Hamler (IND)","2","3","44","22.0","47","3","0","0","0","0","0","1","4.4","4.4","0.0%"
"46","Mike Evans (TB)","4","4","42","10.5","20","1","0","0","0","0","0","1","4.2","4.2","97.3%"
"47","Zay Jones (JAC)","5","5","42","8.4","18","0","0","0","0","0","0","1","4.2","4.2","23.7%"
"48","Drake London (ATL)","3","4","40","13.3","20","1","0","0","0","0","0","1","4.0","4.0","82.4%"
"49","Brandon Powell (MIN)","4","5","27","6.8","16","0","0","3","13","0","0","1","4.0","4.0","1.3%"
"50","Dee Eskridge (SEA)","3","3","39","13.0","16","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"51","Marquez Callaway (NO)","3","7","36","12.0","20","1","0","0","0","0","0","1","3.6","3.6","0.0%"
"52","Diontae Johnson (PIT)","5","7","28","5.6","9","0","0","2","8","0","0","1","3.6","3.6","80.9%"
"53","DK Metcalf (SEA)","2","7","34","17.0","17","0","0","0","0","0","0","1","3.4","3.4","98.2%"
"54","George Pickens (PIT)","3","6","27","9.0","14","0","0","1","1","0","0","1","2.8","2.8","81.7%"
"55","Demarcus Robinson (LAR)","3","5","27","9.0","15","0","0","0","0","0","0","1","2.7","2.7","0.1%"
"56","Marquise Goodwin (CLE)","2","2","26","13.0","22","1","0","0","0","0","0","1","2.6","2.6","0.1%"
"57","Marcus Johnson (FA)","2","4","25","12.5","18","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"58","Skyy Moore (KC)","1","3","24","24.0","24","1","0","0","0","0","0","1","2.4","2.4","19.5%"
"59","Jamal Agnew (JAC)","1","1","5","5.0","5","0","0","1","19","0","0","1","2.4","2.4","0.2%"
"60","Romeo Doubs (GB)","4","9","21","5.3","8","0","0","0","0","0","0","1","2.1","2.1","48.4%"
"61","Russell Gage (TB)","2","4","20","10.0","11","0","0","0","0","0","0","1","2.0","2.0","0.1%"
"62","Tim Jones (JAC)","1","1","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","0.0%"
"63","Michael Gallup (DAL)","2","7","18","9.0","9","0","0","0","0","0","0","1","1.8","1.8","19.7%"
"64","K.J. Osborn (MIN)","3","5","18","6.0","8","0","0","0","0","0","0","1","1.8","1.8","22.4%"
"65","Jauan Jennings (SF)","2","3","18","9.0","9","0","0","0","0","0","0","1","1.8","1.8","0.7%"
"66","Richie James Jr. (KC)","2","2","18","9.0","10","0","0","0","0","0","0","1","1.8","1.8","0.1%"
"67","Darius Slayton (NYG)","1","3","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","2.2%"
"68","Mike Williams (LAC)","2","6","17","8.5","9","0","0","0","0","0","0","1","1.7","1.7","18.8%"
"69","Kendrick Bourne (NE)","1","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","5.4%"
"70","DeAndre Carter (LV)","3","5","17","5.7","7","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"71","Tyler Lockett (SEA)","2","5","17","8.5","10","0","0","0","0","0","0","1","1.7","1.7","91.9%"
"72","Michael Woods II (CLE)","1","2","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"73","Devin Duvernay (BAL)","1","5","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"74","Amari Rodgers (FA)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"75","Khalil Shakir (BUF)","1","2","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","9.3%"
"76","Courtland Sutton (DEN)","2","3","14","7.0","9","0","0","0","0","0","0","1","1.4","1.4","86.9%"
"77","Keith Kirkwood (NO)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"78","David Bell (CLE)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.1%"
"79","Noah Brown (HOU)","1","3","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","44.7%"
"80","Tutu Atwell (LAR)","0","0","0","0","0","0","0","1","9","0","0","1","0.9","0.9","22.0%"
"81","Isaiah McKenzie (IND)","2","5","9","4.5","5","0","0","0","0","0","0","1","0.9","0.9","0.2%"
"82","Garrett Wilson (NYJ)","1","5","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","97.3%"
"83","David Sills (DEN)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"84","Kendall Hinton (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"85","Randall Cobb (NYJ)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.3%"
"86","A.J. Green (FA)","2","4","7","3.5","5","0","0","0","0","0","0","1","0.7","0.7","1.0%"
"87","DJ Moore (CHI)","3","7","7","2.3","5","0","0","0","0","0","0","1","0.7","0.7","96.6%"
"88","Curtis Samuel (WAS)","2","5","6","3.0","3","0","0","0","0","0","0","1","0.6","0.6","39.8%"
"89","Trent Sherfield (BUF)","1","4","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"90","Cam Sims (CAR)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"91","Dax Milne (WAS)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"92","Tylan Wallace (BAL)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"93","Michael Bandy (DEN)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"94","Equanimeous St. Brown (CHI)","0","0","0","0","0","0","0","1","1","0","0","1","0.1","0.1","0.1%"
"95","Dyami Brown (WAS)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"96","Elijah Moore (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","42.2%"
"97","Anthony Schwartz (MIA)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Shi Smith (TEN)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","Greg Dortch (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.1%"
"100","KaVontae Turpin (DAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"101","Scott Miller (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"102","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Juwann Winfree (IND)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"104","Miles Boykin (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","KhaDarel Hodge (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Tyrie Cleveland (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Jalen Reagor (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"108","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"109","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"110","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"111","Mike Strachan (CAR)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"112","Terrace Marshall Jr. (CAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"113","Ray-Ray McCloud III (SF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"114","Marquez Valdes-Scantling (KC)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.8%"
"115","Keke Coutee (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Justin Watson (KC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.4%"
"117","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Zach Pascal (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","River Cracraft (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"120","Kevin White (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","Breshad Perriman (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Ihmir Smith-Marsette (CAR)","0","1","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.0%"
"123","Velus Jones Jr. (CHI)","1","1","10","10.0","10","0","0","1","8","0","1","1","-0.2","-0.2","0.1%"
"124","Quez Watkins (PHI)","1","1","0","0.0","0","0","0","1","-3","0","0","1","-0.3","-0.3","0.3%"
"125","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","1","-5","0","0","1","-0.5","-0.5","0.0%"
"126","Chester Rogers (FA)","0","0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.0%"
"127","Montrell Washington (KC)","1","1","0","0.0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.0%"
"128","Trent Taylor (CHI)","0","0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.0%"
""
""
