"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Davante Adams (LV)","8","12","177","22.1","45","7","2","0","0","0","0","1","29.7","29.7","99.9%"
"2","A.J. Brown (PHI)","8","10","119","14.9","40","4","2","0","0","0","0","1","23.9","23.9","100.0%"
"3","Amon-Ra St. Brown (DET)","11","12","114","10.4","15","0","2","1","2","0","0","1","23.6","23.6","100.0%"
"4","Christian Watson (GB)","3","6","48","16.0","19","0","1","1","46","1","0","1","21.4","21.4","78.8%"
"5","Tyreek Hill (MIA)","9","14","146","16.2","45","3","1","0","0","0","0","1","20.6","20.6","100.0%"
"6","Tyler Lockett (SEA)","9","12","128","14.2","36","3","1","0","0","0","0","1","18.8","18.8","91.9%"
"7","DK Metcalf (SEA)","8","8","127","15.9","40","4","1","0","0","0","0","1","18.7","18.7","98.2%"
"8","Terry McLaurin (WAS)","8","12","105","13.1","20","1","1","0","0","0","0","1","16.5","16.5","90.8%"
"9","DeVonta Smith (PHI)","5","8","102","20.4","34","5","1","0","0","0","0","1","16.2","16.2","98.3%"
"10","Garrett Wilson (NYJ)","8","15","162","20.3","60","5","0","0","0","0","0","1","16.2","16.2","97.3%"
"11","CeeDee Lamb (DAL)","5","7","71","14.2","22","2","1","2","23","0","0","1","15.4","15.4","100.0%"
"12","Stefon Diggs (BUF)","7","9","92","13.1","19","0","1","0","0","0","0","1","15.2","15.2","100.0%"
"13","Keenan Allen (LAC)","6","14","88","14.7","35","2","1","0","0","0","0","1","14.8","14.8","99.4%"
"14","Alec Pierce (IND)","4","8","86","21.5","45","3","1","0","0","0","0","1","14.6","14.6","2.7%"
"15","Michael Gallup (DAL)","4","7","23","5.8","13","0","2","0","0","0","0","1","14.3","14.3","19.7%"
"16","Trent Sherfield (BUF)","1","3","75","75.0","75","4","1","0","0","0","0","1","13.5","13.5","0.1%"
"17","Justin Jefferson (MIN)","7","11","45","6.4","10","0","1","2","11","0","0","1","11.6","11.6","99.9%"
"18","Jahan Dotson (WAS)","5","9","54","10.8","28","1","1","0","0","0","0","1","11.4","11.4","60.7%"
"19","Isaiah Hodgins (NYG)","5","6","44","8.8","12","0","1","0","0","0","0","1","10.4","10.4","1.1%"
"20","Christian Kirk (JAC)","6","8","104","17.3","37","4","0","0","0","0","0","1","10.4","10.4","86.5%"
"21","Donovan Peoples-Jones (DET)","3","3","44","14.7","27","1","0","0","0","0","0","1","10.4","10.4","2.2%"
"22","DJ Chark Jr. (CAR)","5","6","98","19.6","41","4","0","0","0","0","0","1","9.8","9.8","17.1%"
"23","Ja'Marr Chase (CIN)","7","8","97","13.9","40","4","0","0","0","0","0","1","9.7","9.7","100.0%"
"24","Drake London (ATL)","6","12","95","15.8","37","2","0","0","0","0","0","1","9.5","9.5","82.4%"
"25","Tee Higgins (CIN)","3","5","35","11.7","14","0","1","0","0","0","0","1","9.5","9.5","89.4%"
"26","Nico Collins (HOU)","3","10","35","11.7","16","0","1","0","0","0","0","1","9.5","9.5","92.0%"
"27","Darius Slayton (NYG)","6","8","90","15.0","55","4","0","0","0","0","0","1","9.0","9.0","2.2%"
"28","Equanimeous St. Brown (CHI)","3","4","85","28.3","56","5","0","1","1","0","0","1","8.6","8.6","0.1%"
"29","Curtis Samuel (WAS)","6","7","63","10.5","25","2","0","3","23","0","0","1","8.6","8.6","39.8%"
"30","Treylon Burks (TEN)","1","1","25","25.0","25","1","1","0","0","0","0","1","8.5","8.5","17.9%"
"31","Corey Davis (FA)","5","10","85","17.0","31","3","0","0","0","0","0","1","8.5","8.5","0.1%"
"32","Brandon Powell (MIN)","4","4","39","9.8","14","0","0","3","45","0","0","1","8.4","8.4","1.3%"
"33","Rashid Shaheed (NO)","4","4","75","18.8","40","3","0","1","0","0","0","1","7.5","7.5","32.0%"
"34","Gabe Davis (BUF)","2","7","15","7.5","8","0","1","0","0","0","0","1","7.5","7.5","81.3%"
"35","Ashton Dulin (IND)","1","2","14","14.0","14","0","1","0","0","0","0","1","7.4","7.4","0.0%"
"36","Marquez Valdes-Scantling (KC)","2","6","71","35.5","42","4","0","0","0","0","0","1","7.1","7.1","3.8%"
"37","Tutu Atwell (LAR)","2","5","48","24.0","30","2","0","4","23","0","0","1","7.1","7.1","22.0%"
"38","Allen Lazard (NYJ)","5","6","67","13.4","21","2","0","0","0","0","0","1","6.7","6.7","10.8%"
"39","Jerry Jeudy (DEN)","4","4","65","16.3","40","3","0","0","0","0","0","1","6.5","6.5","63.9%"
"40","Chris Olave (NO)","4","6","65","16.3","26","2","0","0","0","0","0","1","6.5","6.5","98.4%"
"41","Deebo Samuel (SF)","6","10","58","9.7","12","0","0","4","5","0","0","1","6.3","6.3","98.6%"
"42","Chris Godwin (TB)","8","13","63","7.9","14","0","0","0","0","0","0","1","6.3","6.3","88.5%"
"43","Joshua Palmer (LAC)","7","11","60","8.6","15","0","0","0","0","0","0","1","6.0","6.0","25.6%"
"44","Tyler Boyd (CIN)","4","5","60","15.0","19","0","0","0","0","0","0","1","6.0","6.0","49.6%"
"45","Diontae Johnson (PIT)","5","11","60","12.0","20","1","0","0","0","0","0","1","6.0","6.0","80.9%"
"46","Mike Evans (TB)","4","4","59","14.8","22","1","0","0","0","0","0","1","5.9","5.9","97.3%"
"47","N'Keal Harry (MIN)","1","1","49","49.0","49","3","0","0","0","0","0","1","4.9","4.9","0.0%"
"48","Chris Moore (TEN)","3","3","46","15.3","39","2","0","0","0","0","0","1","4.6","4.6","0.1%"
"49","Brandon Aiyuk (SF)","5","9","46","9.2","23","1","0","0","0","0","0","1","4.6","4.6","97.6%"
"50","Jalen Reagor (NE)","1","1","38","38.0","38","2","0","1","8","0","0","1","4.6","4.6","0.1%"
"51","Parris Campbell (NYG)","4","5","43","10.8","13","0","0","1","2","0","0","1","4.5","4.5","2.5%"
"52","Isaiah McKenzie (IND)","5","5","44","8.8","17","0","0","0","0","0","0","1","4.4","4.4","0.2%"
"53","Jamal Agnew (JAC)","0","1","0","0","0","0","0","1","3","0","0","1","4.3","4.3","0.2%"
"54","Devin Duvernay (BAL)","6","6","34","5.7","13","0","0","2","9","0","0","1","4.3","4.3","0.1%"
"55","Demarcus Robinson (LAR)","7","8","41","5.9","10","0","0","0","0","0","0","1","4.1","4.1","0.1%"
"56","Amari Cooper (CLE)","4","9","40","10.0","13","0","0","0","0","0","0","1","4.0","4.0","92.9%"
"57","Van Jefferson (ATL)","2","4","39","19.5","23","1","0","0","0","0","0","1","3.9","3.9","2.4%"
"58","Quez Watkins (PHI)","5","6","37","7.4","16","0","0","0","0","0","0","1","3.7","3.7","0.3%"
"59","JuJu Smith-Schuster (NE)","3","4","35","11.7","18","0","0","0","0","0","0","1","3.5","3.5","19.1%"
"60","Mack Hollins (ATL)","5","9","35","7.0","14","0","0","0","0","0","0","1","3.5","3.5","0.4%"
"61","Jauan Jennings (SF)","2","4","34","17.0","19","0","0","0","0","0","0","1","3.4","3.4","0.7%"
"62","Tyquan Thornton (NE)","2","3","31","15.5","19","0","0","0","0","0","0","1","3.1","3.1","1.0%"
"63","Ben Skowronek (LAR)","2","3","30","15.0","22","1","0","0","0","0","0","1","3.0","3.0","0.1%"
"64","River Cracraft (MIA)","2","3","29","14.5","18","0","0","0","0","0","0","1","2.9","2.9","0.1%"
"65","Julio Jones (PHI)","3","6","28","9.3","15","0","0","0","0","0","0","1","2.8","2.8","1.5%"
"66","Adam Thielen (CAR)","2","6","27","13.5","25","1","0","0","0","0","0","1","2.7","2.7","91.4%"
"67","Jakobi Meyers (LV)","3","5","22","7.3","9","0","0","0","0","0","0","1","2.2","2.2","79.1%"
"68","Richie James Jr. (KC)","3","3","20","6.7","14","0","0","0","0","0","0","1","2.0","2.0","0.1%"
"69","Josh Reynolds (DET)","3","4","19","6.3","8","0","0","0","0","0","0","1","1.9","1.9","11.4%"
"70","Steven Sims Jr. (HOU)","0","2","0","0","0","0","0","3","19","0","0","1","1.9","1.9","0.0%"
"71","Phillip Dorsett II (DEN)","2","3","18","9.0","11","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"72","K.J. Osborn (MIN)","2","3","17","8.5","10","0","0","0","0","0","0","1","1.7","1.7","22.4%"
"73","Marvin Jones Jr. (FA)","1","4","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","0.6%"
"74","Elijah Moore (CLE)","2","6","7","3.5","4","0","0","1","10","0","0","1","1.7","1.7","42.2%"
"75","Nelson Agholor (BAL)","2","3","17","8.5","11","0","0","0","0","0","0","1","1.7","1.7","0.7%"
"76","Marquise Goodwin (CLE)","1","2","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"77","DeVante Parker (NE)","2","4","16","8.0","9","0","0","0","0","0","0","1","1.6","1.6","2.8%"
"78","Michael Pittman Jr. (IND)","2","4","16","8.0","11","0","0","0","0","0","0","1","1.6","1.6","96.1%"
"79","Zach Pascal (ARI)","2","3","16","8.0","11","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"80","Zay Jones (JAC)","2","7","16","8.0","10","0","0","0","0","0","0","1","1.6","1.6","23.7%"
"81","Noah Brown (HOU)","2","2","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","44.7%"
"82","Justin Watson (KC)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","3.4%"
"83","Michael Bandy (DEN)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"84","Kendrick Bourne (NE)","1","2","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","5.4%"
"85","Dante Pettis (FA)","1","2","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"86","Jarvis Landry (FA)","2","3","14","7.0","8","0","0","0","0","0","0","1","1.4","1.4","14.0%"
"87","DeAndre Carter (LV)","1","2","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"88","Olamide Zaccheaus (PHI)","2","5","13","6.5","10","0","0","0","0","0","0","1","1.3","1.3","0.1%"
"89","Damiere Byrd (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"90","Skyy Moore (KC)","0","0","0","0","0","0","0","1","12","0","0","1","1.2","1.2","19.5%"
"91","Trenton Irwin (CIN)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","1.9%"
"92","Russell Gage (TB)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.1%"
"93","Kendall Hinton (FA)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"94","Khalil Shakir (BUF)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","9.3%"
"95","DeSean Jackson (FA)","2","3","10","5.0","5","0","0","0","0","0","0","1","1.0","1.0","1.0%"
"96","Braxton Berrios (MIA)","2","3","9","4.5","8","0","0","0","0","0","0","1","0.9","0.9","1.6%"
"97","Jaylen Waddle (MIA)","1","5","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","99.4%"
"98","Chase Claypool (MIA)","5","6","28","5.6","15","0","0","0","0","0","1","1","0.8","0.8","2.4%"
"99","Austin Trammell (LAR)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"100","Samori Toure (GB)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"101","Scott Miller (ATL)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"102","Robert Woods (HOU)","1","5","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","7.8%"
"103","Kalif Raymond (DET)","2","2","12","6.0","7","0","0","1","-6","0","0","1","0.6","0.6","1.9%"
"104","C.J. Board (FA)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"105","Nick Westbrook-Ikhine (TEN)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.8%"
"106","Tim Jones (JAC)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"107","George Pickens (PIT)","1","2","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","81.7%"
"108","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","2","2","0","0","1","0.2","0.2","0.0%"
"109","Velus Jones Jr. (CHI)","0","0","0","0","0","0","0","1","1","0","0","1","0.1","0.1","0.1%"
"110","Laquon Treadwell (BAL)","1","1","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"111","KaVontae Turpin (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"112","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","KhaDarel Hodge (ATL)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","Marquez Callaway (NO)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Denzel Mims (PIT)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"119","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Michael Woods II (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","Jameson Williams (DET)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","19.1%"
"122","Jalen Virgil (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","David Bell (CLE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"124","Albert Wilson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Randall Cobb (NYJ)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"127","Keelan Cole Sr. (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Ray-Ray McCloud III (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"129","Cedrick Wilson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"130","Courtland Sutton (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","86.9%"
"131","Marcus Johnson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"132","Alex Erickson (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"133","James Proche II (CLE)","2","2","9","4.5","7","0","0","0","0","0","0","1","-0.1","-0.1","0.0%"
"134","Montrell Washington (KC)","0","1","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.0%"
"135","Cam Sims (CAR)","1","2","-2","-2.0","0","0","0","0","0","0","0","1","-0.2","-0.2","0.0%"
"136","Anthony Schwartz (MIA)","1","1","12","12.0","12","0","0","1","6","0","1","1","-0.2","-0.2","0.0%"
"137","Trent Taylor (CHI)","0","0","0","0","0","0","0","1","-3","0","0","1","-0.3","-0.3","0.0%"
""
""
