"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"18","Zach Pascal (ARI)","2","2","57","28.5","34","3","1","0","0","0","0","1","11.7","11.7","0.0%"
"19","DK Metcalf (SEA)","6","10","55","9.2","15","0","1","0","0","0","0","1","11.5","11.5","98.2%"
"20","Garrett Wilson (NYJ)","6","7","115","19.2","54","5","0","0","0","0","0","1","11.5","11.5","97.3%"
"21","Tee Higgins (CIN)","3","6","49","16.3","41","3","1","0","0","0","0","1","10.9","10.9","89.4%"
"22","Terry McLaurin (WAS)","6","8","113","18.8","42","5","0","1","-7","0","0","1","10.6","10.6","90.8%"
"23","Tyler Lockett (SEA)","5","8","63","12.6","33","2","1","0","0","0","1","1","10.3","10.3","91.9%"
"24","Tyler Boyd (CIN)","3","5","38","12.7","14","0","1","0","0","0","0","1","9.8","9.8","49.6%"
"25","Justin Jefferson (MIN)","6","8","98","16.3","29","2","0","0","0","0","0","1","9.8","9.8","99.9%"
"26","Samori Toure (GB)","1","4","37","37.0","37","2","1","0","0","0","0","1","9.7","9.7","0.1%"
"27","Terrace Marshall Jr. (CAR)","4","9","87","21.8","39","3","0","0","0","0","0","1","8.7","8.7","0.3%"
"28","Chase Claypool (MIA)","4","6","45","11.3","25","1","0","0","0","0","0","1","8.5","8.5","2.4%"
"29","N'Keal Harry (MIN)","2","2","24","12.0","17","0","1","0","0","0","0","1","8.4","8.4","0.0%"
"30","Donovan Peoples-Jones (DET)","4","4","81","20.3","37","3","0","0","0","0","0","1","8.1","8.1","2.2%"
"31","Julio Jones (PHI)","2","4","21","10.5","13","0","1","1","0","0","0","1","8.1","8.1","1.5%"
"32","Curtis Samuel (WAS)","3","4","50","16.7","20","1","0","4","29","0","0","1","7.9","7.9","39.8%"
"33","Denzel Mims (PIT)","2","3","76","38.0","63","4","0","0","0","0","0","1","7.6","7.6","0.0%"
"34","Kalif Raymond (DET)","3","4","76","25.3","43","4","0","0","0","0","0","1","7.6","7.6","1.9%"
"35","Chris Godwin (TB)","6","11","75","12.5","44","3","0","0","0","0","0","1","7.5","7.5","88.5%"
"36","Brandin Cooks (DAL)","4","6","73","18.3","44","4","0","0","0","0","0","1","7.3","7.3","70.5%"
"37","Parris Campbell (NYG)","2","2","43","21.5","38","2","0","1","28","0","0","1","7.1","7.1","2.5%"
"38","Darnell Mooney (CHI)","5","5","70","14.0","36","2","0","0","0","0","0","1","7.0","7.0","17.6%"
"39","Isaiah McKenzie (IND)","1","1","8","8.0","8","0","0","2","2","1","0","1","7.0","7.0","0.2%"
"40","Amon-Ra St. Brown (DET)","7","10","69","9.9","21","1","0","0","0","0","0","1","6.9","6.9","100.0%"
"41","K.J. Osborn (MIN)","2","5","8","4.0","5","0","1","0","0","0","0","1","6.8","6.8","22.4%"
"42","Adam Thielen (CAR)","6","7","67","11.2","18","0","0","0","0","0","0","1","6.7","6.7","91.4%"
"43","Darius Slayton (NYG)","5","6","66","13.2","21","1","0","0","0","0","0","1","6.6","6.6","2.2%"
"44","Alec Pierce (IND)","3","5","65","21.7","47","3","0","0","0","0","0","1","6.5","6.5","2.7%"
"45","Mack Hollins (ATL)","7","8","64","9.1","14","0","0","0","0","0","0","1","6.4","6.4","0.4%"
"46","Demarcus Robinson (LAR)","6","8","64","10.7","16","0","0","0","0","0","0","1","6.4","6.4","0.1%"
"47","KJ Hamler (IND)","2","3","52","26.0","47","3","0","1","9","0","0","1","6.1","6.1","0.0%"
"48","Allen Robinson II (PIT)","5","7","54","10.8","23","1","0","0","0","0","0","1","5.4","5.4","1.1%"
"49","Michael Pittman Jr. (IND)","7","9","53","7.6","16","0","0","0","0","0","0","1","5.3","5.3","96.1%"
"50","Chris Olave (NO)","5","7","52","10.4","14","0","0","0","0","0","0","1","5.2","5.2","98.4%"
"51","Michael Gallup (DAL)","4","6","49","12.3","17","0","0","0","0","0","0","1","4.9","4.9","19.7%"
"52","Christian Kirk (JAC)","3","7","40","13.3","25","1","0","0","0","0","0","1","4.0","4.0","86.5%"
"53","Velus Jones Jr. (CHI)","1","3","5","5.0","5","0","0","2","33","0","0","1","3.8","3.8","0.1%"
"54","Rashid Shaheed (NO)","3","3","38","12.7","30","2","0","0","0","0","0","1","3.8","3.8","32.0%"
"55","Diontae Johnson (PIT)","5","9","35","7.0","14","0","0","0","0","0","0","1","3.5","3.5","80.9%"
"56","Gabe Davis (BUF)","2","7","35","17.5","29","1","0","0","0","0","0","1","3.5","3.5","81.3%"
"57","Zay Jones (JAC)","3","3","28","9.3","17","0","0","1","7","0","0","1","3.5","3.5","23.7%"
"58","Marquise Goodwin (CLE)","4","5","33","8.3","16","0","0","0","0","0","0","1","3.3","3.3","0.1%"
"59","Drake London (ATL)","4","5","31","7.8","17","0","0","0","0","0","0","1","3.1","3.1","82.4%"
"60","Keelan Cole Sr. (LV)","2","5","30","15.0","18","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"61","Trenton Irwin (CIN)","2","3","27","13.5","18","0","0","0","0","0","0","1","2.7","2.7","1.9%"
"62","David Bell (CLE)","2","2","27","13.5","14","0","0","0","0","0","0","1","2.7","2.7","0.1%"
"63","Laviska Shenault Jr. (CAR)","5","6","26","5.2","13","0","0","0","0","0","0","1","2.6","2.6","0.1%"
"64","Trent Sherfield (BUF)","2","2","25","12.5","14","0","0","0","0","0","0","1","2.5","2.5","0.1%"
"65","James Proche II (CLE)","3","4","24","8.0","12","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"66","DeVonta Smith (PHI)","5","8","23","4.6","14","0","0","0","0","0","0","1","2.3","2.3","98.3%"
"67","Jeff Smith (FA)","1","1","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","0.0%"
"68","Amari Rodgers (FA)","1","3","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","0.0%"
"69","Cam Sims (CAR)","1","2","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","0.0%"
"70","Steven Sims Jr. (HOU)","2","3","-1","-0.5","2","0","0","2","21","0","0","1","2.0","2.0","0.0%"
"71","Dante Pettis (FA)","4","5","18","4.5","12","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"72","Wan'Dale Robinson (NYG)","2","3","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","6.2%"
"73","Josh Reynolds (DET)","2","6","14","7.0","9","0","0","0","0","0","0","1","1.4","1.4","11.4%"
"74","Courtland Sutton (DEN)","1","4","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","86.9%"
"75","Tyquan Thornton (NE)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","1.0%"
"76","Scott Miller (ATL)","2","2","13","6.5","7","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"77","Christian Watson (GB)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","78.8%"
"78","Breshad Perriman (FA)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"79","KaVontae Turpin (DAL)","0","0","0","0","0","0","0","1","11","0","0","1","1.1","1.1","0.7%"
"80","Ray-Ray McCloud III (SF)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","1.1%"
"81","Marquez Callaway (NO)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"82","Ben Skowronek (LAR)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"83","Maurice Alexander (DET)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"84","Phillip Dorsett II (DEN)","1","5","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"85","Equanimeous St. Brown (CHI)","1","3","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"86","Michael Woods II (CLE)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"87","Robert Woods (HOU)","2","2","26","13.0","16","0","0","0","0","0","1","1","0.6","0.6","7.8%"
"88","Hunter Renfrow (LV)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","2.3%"
"89","David Sills (DEN)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"90","Trent Taylor (CHI)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"91","Olamide Zaccheaus (PHI)","1","1","10","10.0","10","0","0","1","-6","0","0","1","0.4","0.4","0.1%"
"92","Dax Milne (WAS)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"93","Sammy Watkins (FA)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"94","Bryan Edwards (FA)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"95","Dee Eskridge (SEA)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"96","Marcus Johnson (FA)","1","6","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"97","Nelson Agholor (BAL)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.7%"
"98","Davante Adams (LV)","1","5","3","3.0","3","0","0","1","-1","0","0","1","0.2","0.2","99.9%"
"99","Montrell Washington (KC)","1","1","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"100","Shi Smith (TEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Elijah Moore (CLE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","42.2%"
"102","Miles Boykin (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Rashod Bateman (BAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","9.9%"
"104","Nick Westbrook-Ikhine (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"105","Quez Watkins (PHI)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"106","Lawrence Cager (NYG)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"108","Jalen Reagor (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"109","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"110","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"111","George Pickens (PIT)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","81.7%"
"112","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Khalil Shakir (BUF)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","9.3%"
"114","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","Marvin Jones Jr. (FA)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"116","A.J. Green (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"117","Cody Hollister (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","Keke Coutee (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Braxton Berrios (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.6%"
"121","Tre'Quan Smith (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Brandon Powell (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"123","Cedrick Wilson Jr. (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"124","Kendrick Bourne (NE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.4%"
"125","Mike Thomas (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Kevin White (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","DeVante Parker (NE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.8%"
"128","Jake Kumerow (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"129","Robbie Chosen (MIA)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"130","Braylon Sanders (MIA)","2","2","17","8.5","13","0","0","0","0","0","1","1","-0.3","-0.3","0.0%"
"131","Greg Dortch (ARI)","2","3","12","6.0","8","0","0","0","0","0","1","1","-0.8","-0.8","7.1%"
"132","Richie James Jr. (KC)","0","0","0","0","0","0","0","0","0","0","2","1","-4.0","-4.0","0.1%"
""
""
