"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"68","Cam Sims (CAR)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"69","Dante Pettis (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"70","Denzel Mims (PIT)","1","4","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"71","Kendrick Bourne (NE)","3","4","11","3.7","10","0","0","1","1","0","0","1","1.2","1.2","5.4%"
"72","Kadarius Toney (KC)","2","2","12","6.0","10","0","0","0","0","0","0","1","1.2","1.2","12.1%"
"73","Marquez Valdes-Scantling (KC)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","3.8%"
"74","Demarcus Robinson (LAR)","1","4","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.1%"
"75","Kevin White (FA)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"76","Sammy Watkins (FA)","1","5","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"77","Zach Pascal (ARI)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"78","Tyron Billy-Johnson (DAL)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"79","Jalen Camp (CAR)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"80","N'Keal Harry (MIN)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"81","Jeff Smith (FA)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"82","Laviska Shenault Jr. (CAR)","0","1","0","0","0","0","0","2","6","0","0","1","0.6","0.6","0.1%"
"83","Braxton Berrios (MIA)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","1.6%"
"84","Tyquan Thornton (NE)","1","4","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.0%"
"85","Devin Duvernay (BAL)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"86","Brandon Powell (MIN)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","1.3%"
"87","Drake London (ATL)","3","7","23","7.7","12","0","0","0","0","0","1","1","0.3","0.3","82.4%"
"88","Greg Dortch (ARI)","1","1","0","0.0","0","0","0","1","3","0","0","1","0.3","0.3","7.1%"
"89","Breshad Perriman (FA)","1","2","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"90","Amari Rodgers (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Dyami Brown (WAS)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"92","Dan Chisena (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.4%"
"95","Nick Westbrook-Ikhine (TEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"96","K.J. Osborn (MIN)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","22.4%"
"97","Binjimen Victor (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Van Jefferson (ATL)","0","5","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.4%"
"99","Jalen Reagor (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"100","Rashid Shaheed (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","32.0%"
"101","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"102","Ben Skowronek (LAR)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"103","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"104","Dee Eskridge (SEA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"106","Skyy Moore (KC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","19.5%"
"107","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"108","Robert Woods (HOU)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.8%"
"109","Albert Wilson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"110","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"111","Cody Hollister (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"112","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Jamal Agnew (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"114","Keke Coutee (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","Equanimeous St. Brown (CHI)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"116","Marcus Kemp (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","Brandon Zylstra (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Mike Thomas (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","Chris Conley (SF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Jake Kumerow (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","Rashard Higgins (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Damiere Byrd (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Robbie Chosen (MIA)","1","3","-4","-4.0","0","0","0","0","0","0","0","1","-0.4","-0.4","0.1%"
""
""
