"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"103","Darius Slayton (NYG)","26","58","339","13.0","42","7","2","1","-13","0","1","13","42.6","3.3","2.2%"
"104","Chris Conley (SF)","22","37","323","14.7","41","10","2","1","3","0","1","14","42.6","3.0","0.0%"
"105","James Washington (FA)","24","44","285","11.9","42","8","2","2","13","0","0","15","41.8","2.8","0.0%"
"106","Sterling Shepard (NYG)","36","53","366","10.2","37","5","1","1","-9","0","0","7","41.7","6.0","0.2%"
"107","Calvin Ridley (JAC)","31","52","281","9.1","22","3","2","0","0","0","0","5","40.1","8.0","95.9%"
"108","Damiere Byrd (FA)","26","38","329","12.7","54","6","1","0","0","0","1","11","38.9","3.5","0.0%"
"109","Antoine Wesley (FA)","19","32","208","10.9","33","5","3","0","0","0","0","8","38.8","4.9","0.0%"
"110","Adam Humphries (FA)","41","62","383","9.3","27","4","0","0","0","0","0","17","38.3","2.3","0.0%"
"111","Marquise Goodwin (CLE)","20","40","313","15.7","50","10","1","2","-1","0","0","14","37.2","2.7","0.1%"
"112","Lil'Jordan Humphrey (DEN)","13","18","249","19.2","56","9","2","0","0","0","0","8","36.9","4.6","0.0%"
"113","Tyler Johnson (LAR)","36","55","360","10.0","31","6","0","0","0","0","0","16","36.0","2.3","0.0%"
"114","Chester Rogers (FA)","30","43","301","10.0","39","4","1","1","9","0","1","16","35.0","2.2","0.0%"
"115","Chris Moore (TEN)","21","22","227","10.8","67","7","2","0","0","0","0","10","34.7","3.5","0.1%"
"116","Cyril Grayson Jr. (FA)","10","12","212","21.2","62","11","2","1","14","0","0","3","34.6","11.5","0.0%"
"117","Quintez Cephus (DET)","15","22","204","13.6","46","8","2","0","0","0","0","5","34.4","6.9","0.0%"
"118","Cam Sims (CAR)","15","23","211","14.1","43","4","2","1","7","0","0","12","33.8","2.8","0.0%"
"119","Rashard Higgins (FA)","24","47","275","11.5","21","1","1","0","0","0","0","12","33.5","2.8","0.0%"
"120","Malik Turner (FA)","12","16","149","12.4","61","4","3","0","0","0","0","7","32.9","4.7","0.0%"
"121","Isaiah McKenzie (IND)","20","26","178","8.9","28","1","1","9","47","1","1","15","32.5","2.2","0.2%"
"122","Ashton Dulin (IND)","13","22","173","13.3","62","5","2","3","32","0","0","16","32.5","2.0","0.0%"
"123","Brandon Zylstra (FA)","18","25","250","13.9","55","7","1","0","0","0","0","12","31.0","2.6","0.0%"
"124","John Ross (FA)","11","20","224","20.4","51","5","1","1","16","0","0","9","30.0","3.3","0.0%"
"125","Jakeem Grant Sr. (CLE)","11","17","132","12.0","46","5","2","5","33","0","3","15","28.5","1.9","0.0%"
"126","Isaiah Ford (FA)","12","16","161","13.4","52","5","2","0","0","0","0","9","28.1","3.1","0.0%"
"127","Greg Ward (PHI)","7","11","95","13.6","27","1","3","0","0","0","0","10","27.6","2.8","0.0%"
"128","DJ Chark Jr. (CAR)","7","22","154","22.0","41","5","2","0","0","0","0","3","27.4","9.1","17.1%"
"129","Tavon Austin (FA)","24","38","213","8.9","25","2","1","3","21","0","1","12","27.4","2.3","0.0%"
"130","Ray-Ray McCloud III (SF)","39","66","277","7.1","24","2","0","2","15","0","1","16","27.2","1.7","1.1%"
