"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"43","River Cracraft (MIA)","1","1","11","11.0","11","0","1","0","0","0","0","1","7.1","7.1","0.1%"
"44","Ja'Marr Chase (CIN)","6","10","29","4.8","10","0","1","2","-2","0","1","1","6.7","6.7","100.0%"
"45","Ben Skowronek (LAR)","4","4","66","16.5","32","3","0","0","0","0","0","1","6.6","6.6","0.1%"
"46","Marquez Callaway (NO)","1","1","4","4.0","4","0","1","0","0","0","0","1","6.4","6.4","0.0%"
"47","Jalen Guyton (LAC)","2","3","64","32.0","54","4","0","0","0","0","0","1","6.4","6.4","3.4%"
"48","Chris Moore (TEN)","3","3","63","21.0","52","4","0","0","0","0","0","1","6.3","6.3","0.1%"
"49","Equanimeous St. Brown (CHI)","1","2","20","20.0","20","1","0","2","43","0","0","1","6.3","6.3","0.1%"
"50","Alec Pierce (IND)","3","5","61","20.3","30","2","0","0","0","0","0","1","6.1","6.1","2.7%"
"51","Curtis Samuel (WAS)","7","10","48","6.9","16","0","0","3","13","0","0","1","6.1","6.1","39.8%"
"52","Garrett Wilson (NYJ)","6","11","60","10.0","23","1","0","0","0","0","0","1","6.0","6.0","97.3%"
"53","Kendrick Bourne (NE)","4","5","58","14.5","26","2","0","0","0","0","0","1","5.8","5.8","5.4%"
"54","Randall Cobb (NYJ)","2","2","57","28.5","40","3","0","0","0","0","0","1","5.7","5.7","0.3%"
"55","Noah Brown (HOU)","5","7","54","10.8","19","0","0","0","0","0","0","1","5.4","5.4","44.7%"
"56","Elijah Moore (CLE)","4","9","49","12.3","18","0","0","0","0","0","0","1","4.9","4.9","42.2%"
"57","Olamide Zaccheaus (PHI)","2","2","49","24.5","26","2","0","0","0","0","0","1","4.9","4.9","0.1%"
"58","Michael Thomas (NO)","5","5","49","9.8","16","0","0","0","0","0","0","1","4.9","4.9","40.8%"
"59","Sterling Shepard (NYG)","5","10","49","9.8","16","0","0","0","0","0","0","1","4.9","4.9","0.2%"
"60","Marquez Valdes-Scantling (KC)","4","7","48","12.0","24","1","0","0","0","0","0","1","4.8","4.8","3.8%"
"61","DJ Chark Jr. (CAR)","3","6","46","15.3","23","1","0","0","0","0","0","1","4.6","4.6","17.1%"
"62","Chase Claypool (MIA)","3","6","35","11.7","20","1","0","1","11","0","0","1","4.6","4.6","2.4%"
"63","Nico Collins (HOU)","2","4","41","20.5","22","1","0","0","0","0","0","1","4.1","4.1","92.0%"
"64","Richie James Jr. (KC)","4","5","36","9.0","16","0","0","1","4","0","0","1","4.0","4.0","0.1%"
"65","Nick Westbrook-Ikhine (TEN)","3","3","40","13.3","15","0","0","0","0","0","0","1","4.0","4.0","0.8%"
"66","George Pickens (PIT)","3","7","39","13.0","36","2","0","0","0","0","0","1","3.9","3.9","81.7%"
"67","Rashod Bateman (BAL)","2","4","59","29.5","35","3","0","0","0","0","1","1","3.9","3.9","9.9%"
"68","Gabe Davis (BUF)","3","6","37","12.3","18","0","0","0","0","0","0","1","3.7","3.7","81.3%"
"69","Tyreek Hill (MIA)","2","4","33","16.5","22","1","0","0","0","0","0","1","3.3","3.3","100.0%"
"70","Marquise Goodwin (CLE)","2","5","31","15.5","23","1","0","0","0","0","0","1","3.1","3.1","0.1%"
"71","Corey Davis (FA)","2","5","27","13.5","22","1","0","0","0","0","0","1","2.7","2.7","0.1%"
"72","Kendall Hinton (FA)","1","1","27","27.0","27","1","0","0","0","0","0","1","2.7","2.7","0.0%"
"73","Brandon Powell (MIN)","3","3","27","9.0","16","0","0","0","0","0","0","1","2.7","2.7","1.3%"
"74","DeAndre Carter (LV)","3","4","31","10.3","17","0","0","1","-5","0","0","1","2.6","2.6","0.1%"
"75","Jaelon Darden (CLE)","1","1","25","25.0","25","1","0","0","0","0","0","1","2.5","2.5","0.0%"
"76","Breshad Perriman (FA)","3","4","44","14.7","24","1","0","1","0","0","1","1","2.4","2.4","0.0%"
"77","Allen Robinson II (PIT)","2","5","23","11.5","15","0","0","0","0","0","0","1","2.3","2.3","1.1%"
"78","Darnell Mooney (CHI)","2","6","23","11.5","18","0","0","0","0","0","0","1","2.3","2.3","17.6%"
"79","Brandin Cooks (DAL)","2","7","22","11.0","17","0","0","0","0","0","0","1","2.2","2.2","70.5%"
"80","Jarvis Landry (FA)","2","5","22","11.0","13","0","0","0","0","0","0","1","2.2","2.2","14.0%"
"81","Shi Smith (TEN)","2","2","22","11.0","24","1","0","0","0","0","0","1","2.2","2.2","0.0%"
"82","Nelson Agholor (BAL)","2","3","41","20.5","28","1","0","0","0","0","1","1","2.1","2.1","0.7%"
"83","Treylon Burks (TEN)","1","2","13","13.0","13","0","0","1","8","0","0","1","2.1","2.1","17.9%"
"84","David Sills (DEN)","2","4","20","10.0","14","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"85","Zach Pascal (ARI)","3","3","18","6.0","13","0","0","1","0","0","0","1","1.8","1.8","0.0%"
"86","Jerry Jeudy (DEN)","2","6","17","8.5","16","0","0","0","0","0","0","1","1.7","1.7","63.9%"
"87","Jamal Agnew (JAC)","1","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","0.2%"
"88","Phillip Dorsett II (DEN)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"89","DJ Moore (CHI)","1","6","2","2.0","2","0","0","2","13","0","0","1","1.5","1.5","96.6%"
"90","Penny Hart (FA)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"91","Justin Jefferson (MIN)","3","6","14","4.7","6","0","0","0","0","0","0","1","1.4","1.4","99.9%"
"92","Robbie Chosen (MIA)","1","4","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"93","Jake Kumerow (FA)","2","2","14","7.0","10","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"94","Andre Baccellia (ARI)","2","4","13","6.5","10","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"95","Keelan Cole Sr. (LV)","1","4","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"96","Simi Fehoko (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"97","Dax Milne (WAS)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"98","Cole Beasley (FA)","3","4","12","4.0","5","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"99","Andy Isabella (BUF)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"100","Byron Pringle (WAS)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"101","Ray-Ray McCloud III (SF)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","1.1%"
"102","Donovan Peoples-Jones (DET)","1","3","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","2.2%"
"103","Parris Campbell (NYG)","2","2","10","5.0","8","0","0","0","0","0","0","1","1.0","1.0","2.5%"
"104","Jahan Dotson (WAS)","2","8","10","5.0","7","0","0","0","0","0","0","1","1.0","1.0","60.7%"
"105","Jamison Crowder (WAS)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"106","Ashton Dulin (IND)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"107","David Bell (CLE)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"108","Jauan Jennings (SF)","1","3","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.7%"
"109","Trent Sherfield (BUF)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"110","Kalif Raymond (DET)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","1.9%"
"111","Jalen Tolbert (DAL)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.3%"
"112","Scott Miller (ATL)","1","5","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"113","Jalen Reagor (NE)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"114","Mecole Hardman Jr. (KC)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","1.7%"
"115","Tutu Atwell (LAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","22.0%"
"116","Amari Rodgers (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","Miles Boykin (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","Lil'Jordan Humphrey (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","KaVontae Turpin (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"122","Juwann Winfree (IND)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Dyami Brown (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"124","Quez Watkins (PHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"125","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Quintez Cephus (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","KJ Hamler (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"129","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"130","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"131","Jacob Harris (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"132","A.J. Green (FA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"133","Trent Taylor (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","Kenny Golladay (FA)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.0%"
"135","Chester Rogers (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Justin Watson (KC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.4%"
"137","Dante Pettis (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","Demarcus Robinson (LAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"139","Braxton Berrios (MIA)","0","1","0","0","0","0","0","1","-2","0","0","1","-0.2","-0.2","1.6%"
"140","Skyy Moore (KC)","0","0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","19.5%"
""
""
