"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"56","Mike Gesicki (NE)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","3.3%"
"57","Nick Vannett (LAC)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"58","Logan Thomas (WAS)","2","3","5","2.5","5","0","0","0","0","0","0","1","0.5","0.5","53.5%"
"59","C.J. Uzomah (NYJ)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"60","Jack Stoll (PHI)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.2%"
"61","Jody Fortson (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"62","Jesper Horsted (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"63","Reggie Gilliam (BUF)","2","3","22","11.0","14","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Parker Hesse (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Juwan Johnson (NO)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","20.9%"
"66","Jake Tonges (SF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"67","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"68","Ko Kieft (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"69","Hunter Long (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"70","Tre' McKitty (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"71","Miller Forristall (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"72","John Bates (WAS)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"73","Shane Zylstra (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Austin Allen (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Jacob Harris (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","O.J. Howard (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Stephen Anderson (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","Eric Saubert (HOU)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
""
""
