"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"96","Bryan Edwards (FA)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"97","Justin Watson (KC)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","3.4%"
"98","Montrell Washington (KC)","0","0","0","0","0","0","0","1","9","0","0","1","0.9","0.9","0.0%"
"99","DeAndre Carter (LV)","2","2","9","4.5","7","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"100","Demarcus Robinson (LAR)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"101","Tylan Wallace (BAL)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"102","James Proche II (CLE)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"103","Tyquan Thornton (NE)","2","3","7","3.5","5","0","0","0","0","0","0","1","0.7","0.7","1.0%"
"104","Kyle Philips (TEN)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"105","Cam Sims (CAR)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"106","David Bell (CLE)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"107","Marquez Callaway (NO)","2","3","5","2.5","4","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"108","Noah Brown (HOU)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","44.7%"
"109","Trent Sherfield (BUF)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"110","Keith Kirkwood (NO)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"111","Jamal Agnew (JAC)","0","1","0","0","0","0","0","1","3","0","0","1","0.3","0.3","0.2%"
"112","Brandon Powell (MIN)","0","0","0","0","0","0","0","1","1","0","0","1","0.1","0.1","1.3%"
"113","Amari Rodgers (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Anthony Schwartz (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","Lil'Jordan Humphrey (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Greg Dortch (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.1%"
"117","KaVontae Turpin (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"118","Stanley Morgan Jr. (CIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","Deonte Harty (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"120","Malik Turner (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","Dan Chisena (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Tyrie Cleveland (IND)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"127","Dax Milne (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Dee Eskridge (SEA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"129","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"130","Danny Gray (SF)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"131","Cody Hollister (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"132","Trent Taylor (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"133","Mack Hollins (ATL)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.4%"
"134","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"135","Keelan Cole Sr. (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Tanner Gentry (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"137","Chester Rogers (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","Ray-Ray McCloud III (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"139","Dante Pettis (FA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"140","Kendrick Bourne (NE)","1","1","1","1.0","1","0","0","1","-1","0","0","1","0.0","0.0","5.4%"
"141","River Cracraft (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"142","Nelson Agholor (BAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"143","DeVante Parker (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.8%"
"144","Phillip Dorsett II (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","Damiere Byrd (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"146","Christian Watson (GB)","1","1","1","1.0","1","0","0","1","-3","0","0","1","-0.2","-0.2","78.8%"
"147","Ihmir Smith-Marsette (CAR)","1","2","15","15.0","15","0","0","0","0","0","1","1","-0.5","-0.5","0.0%"
""
""
