"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"33","Harrison Bryant (CLE)","2","2","15","7.5","14","0","0","0","0","0","0","1","1.5","1.5","0.7%"
"34","Mitchell Wilcox (CIN)","2","2","14","7.0","8","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"35","Daniel Bellinger (NYG)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.8%"
"36","Hunter Henry (NE)","1","2","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","20.1%"
"37","Noah Gray (KC)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","1.1%"
"38","Kyle Pitts (ATL)","3","5","9","3.0","7","0","0","0","0","0","0","1","0.9","0.9","81.5%"
"39","Jody Fortson (KC)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"40","Kyle Rudolph (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"41","Noah Fant (SEA)","1","3","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.8%"
"42","Jake Ferguson (DAL)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","87.0%"
"43","Kylen Granson (IND)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.8%"
"44","Connor Heyward (PIT)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.5%"
"45","C.J. Uzomah (NYJ)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"46","Ryan Griffin (FA)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"47","Jonnu Smith (ATL)","1","3","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","18.3%"
"48","Jelani Woods (IND)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.9%"
"49","Mark Andrews (BAL)","0","2","0","0","0","0","0","1","4","0","0","1","0.4","0.4","57.4%"
"50","Ian Thomas (CAR)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"51","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"52","Brevin Jordan (HOU)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.6%"
"53","Josh Oliver (MIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"54","Zach Gentry (CIN)","2","2","0","0.0","4","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"55","Andrew Beck (HOU)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","Kevin Rader (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"57","Tanner Hudson (CIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.3%"
"58","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"59","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"60","Tre' McKitty (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"61","Trey McBride (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","80.4%"
"62","Chigoziem Okonkwo (TEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","30.6%"
"63","Cole Turner (WAS)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Stephen Anderson (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Eric Saubert (HOU)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Pharaoh Brown (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"67","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"68","Chris Manhertz (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"69","Geoff Swaim (ARI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
""
""
