"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","George Kittle (SF)","6","9","98","16.3","34","2","1","0","0","0","0","1","15.8","15.8","99.7%"
"2","Juwan Johnson (NO)","5","5","32","6.4","17","0","2","0","0","0","0","1","15.2","15.2","20.9%"
"3","Travis Kelce (KC)","6","8","98","16.3","27","2","0","0","0","0","0","1","9.8","9.8","100.0%"
"4","Taysom Hill (NO)","1","1","3","3.0","3","0","1","3","9","0","0","1","9.1","9.1","77.0%"
"5","Tommy Tremble (CAR)","1","1","29","29.0","29","1","1","0","0","0","0","1","8.9","8.9","0.1%"
"6","Pat Freiermuth (PIT)","8","9","75","9.4","21","1","0","0","0","0","0","1","7.5","7.5","72.6%"
"7","David Njoku (CLE)","7","7","71","10.1","22","1","0","0","0","0","0","1","7.1","7.1","90.8%"
"8","Jordan Akins (CLE)","3","4","68","22.7","39","2","0","0","0","0","0","1","6.8","6.8","0.0%"
"9","Evan Engram (JAC)","4","7","67","16.8","28","1","0","0","0","0","0","1","6.7","6.7","94.9%"
"10","Peyton Hendershot (DAL)","2","2","5","2.5","3","0","1","0","0","0","0","1","6.5","6.5","0.1%"
"11","Cade Otton (TB)","4","5","64","16.0","35","2","0","0","0","0","0","1","6.4","6.4","34.1%"
"12","Gerald Everett (LAC)","5","9","63","12.6","24","1","0","0","0","0","0","1","6.3","6.3","34.0%"
"13","Brock Wright (DET)","4","4","57","14.3","23","1","0","0","0","0","0","1","5.7","5.7","0.1%"
"14","Austin Hooper (LV)","3","3","56","18.7","23","1","0","0","0","0","0","1","5.6","5.6","0.3%"
"15","Greg Dulcich (DEN)","6","9","51","8.5","16","0","0","0","0","0","0","1","5.1","5.1","5.8%"
"16","Dalton Schultz (HOU)","5","5","49","9.8","15","0","0","0","0","0","0","1","4.9","4.9","80.4%"
"17","T.J. Hockenson (MIN)","4","5","48","12.0","16","0","0","0","0","0","0","1","4.8","4.8","99.2%"
"18","Hayden Hurst (CAR)","6","8","48","8.0","14","0","0","0","0","0","0","1","4.8","4.8","3.3%"
"19","Will Dissly (SEA)","4","4","45","11.3","16","0","0","0","0","0","0","1","4.5","4.5","0.1%"
"20","Zach Ertz (FA)","2","4","21","10.5","15","0","0","0","0","0","0","1","4.1","4.1","14.2%"
"21","Cole Kmet (CHI)","2","3","32","16.0","26","1","0","0","0","0","0","1","3.2","3.2","82.2%"
"22","Robert Tonyan (CHI)","3","4","32","10.7","19","0","0","0","0","0","0","1","3.2","3.2","0.1%"
"23","Colby Parkinson (SEA)","1","1","28","28.0","28","1","0","0","0","0","0","1","2.8","2.8","0.1%"
"24","Foster Moreau (NO)","3","5","28","9.3","17","0","0","0","0","0","0","1","2.8","2.8","0.1%"
"25","Armani Rogers (WAS)","3","3","28","9.3","17","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"26","Mike Gesicki (NE)","3","7","27","9.0","18","0","0","0","0","0","0","1","2.7","2.7","3.3%"
"27","Dan Arnold (FA)","1","1","24","24.0","24","1","0","0","0","0","0","1","2.4","2.4","0.0%"
"28","Tyler Conklin (NYJ)","4","6","22","5.5","8","0","0","0","0","0","0","1","2.2","2.2","20.0%"
"29","Eric Tomlinson (FA)","2","2","21","10.5","13","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"30","Chris Myarick (FA)","2","2","21","10.5","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"31","Ko Kieft (TB)","1","1","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"32","Isaiah Likely (BAL)","1","1","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","38.8%"
