"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"18","Pat Freiermuth (PIT)","4","7","57","14.3","21","1","0","0","0","0","0","1","5.7","5.7","72.6%"
"19","Ross Dwelley (SF)","1","1","56","56.0","56","4","0","0","0","0","0","1","5.6","5.6","0.1%"
"20","Hayden Hurst (CAR)","4","4","42","10.5","21","1","0","0","0","0","0","1","4.2","4.2","3.3%"
"21","Robert Tonyan (CHI)","5","6","35","7.0","15","0","0","0","0","0","0","1","3.5","3.5","0.1%"
"22","Stephen Sullivan (CAR)","1","2","33","33.0","33","2","0","0","0","0","0","1","3.3","3.3","0.1%"
"23","Mark Andrews (BAL)","3","5","33","11.0","22","1","0","0","0","0","0","1","3.3","3.3","57.4%"
"24","Foster Moreau (NO)","6","9","31","5.2","12","0","0","0","0","0","0","1","3.1","3.1","0.1%"
"25","Irv Smith Jr. (CIN)","4","4","28","7.0","11","0","0","0","0","0","0","1","2.8","2.8","3.4%"
"26","C.J. Uzomah (NYJ)","1","1","27","27.0","27","1","0","0","0","0","0","1","2.7","2.7","0.1%"
"27","O.J. Howard (FA)","2","3","24","12.0","24","1","0","0","0","0","0","1","2.4","2.4","0.0%"
"28","Hunter Henry (NE)","1","1","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","20.1%"
"29","Brevin Jordan (HOU)","2","5","19","9.5","16","0","0","0","0","0","0","1","1.9","1.9","7.6%"
"30","Noah Fant (SEA)","2","2","19","9.5","16","0","0","0","0","0","0","1","1.9","1.9","1.8%"
"31","Tommy Tremble (CAR)","2","4","17","8.5","9","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"32","Cade Otton (TB)","2","5","15","7.5","10","0","0","0","0","0","0","1","1.5","1.5","34.1%"
"33","Peyton Hendershot (DAL)","2","2","15","7.5","11","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"34","Tyler Higbee (LAR)","2","6","15","7.5","10","0","0","0","0","0","0","1","1.5","1.5","44.3%"
"35","Juwan Johnson (NO)","2","4","14","7.0","8","0","0","0","0","0","0","1","1.4","1.4","20.9%"
"36","James Mitchell (DET)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"37","Armani Rogers (WAS)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"38","Will Dissly (SEA)","2","2","12","6.0","9","0","0","0","0","0","0","1","1.2","1.2","0.1%"
"39","Kylen Granson (IND)","3","3","11","3.7","15","0","0","0","0","0","0","1","1.1","1.1","0.8%"
"40","Jonnu Smith (ATL)","3","4","10","3.3","7","0","0","0","0","0","0","1","1.0","1.0","18.3%"
"41","Chris Myarick (FA)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"42","Parker Hesse (ATL)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"43","Josiah Deguara (GB)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"44","Ko Kieft (TB)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"45","Nick Vannett (LAC)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"46","Dan Arnold (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"47","Tyler Kroft (MIA)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"48","Brock Wright (DET)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"49","John Bates (WAS)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"50","Jordan Akins (CLE)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"51","Colby Parkinson (SEA)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"52","Austin Hooper (LV)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.3%"
"53","Josh Oliver (MIN)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.2%"
"54","Mitchell Wilcox (CIN)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"55","Zach Gentry (CIN)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"56","Chigoziem Okonkwo (TEN)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","30.6%"
"57","Ian Thomas (CAR)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"58","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"59","Jesper Horsted (LV)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"60","Trevon Wesco (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"61","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"62","Lawrence Cager (NYG)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"63","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Jared Pinkney (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Connor Heyward (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.5%"
"66","Hunter Long (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"67","Trey McBride (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","80.4%"
"68","Jack Stoll (PHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"69","Kyle Rudolph (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"70","Mo Alie-Cox (IND)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"71","Eric Saubert (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"72","Pharaoh Brown (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Eric Tomlinson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Darren Waller (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","62.7%"
"76","Chris Manhertz (DEN)","1","1","-1","-1.0","0","0","0","0","0","0","0","1","-0.1","-0.1","0.0%"
""
""
