"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Mike Evans (TB)","8","10","103","12.9","30","2","2","0","0","0","0","1","22.3","22.3","97.3%"
"2","Justin Jefferson (MIN)","10","13","147","14.7","41","5","0","1","3","1","0","1","21.0","21.0","99.9%"
"3","Tee Higgins (CIN)","7","9","124","17.7","59","5","1","0","0","0","0","1","18.4","18.4","89.4%"
"4","Deebo Samuel (SF)","6","7","115","19.2","57","5","1","2","2","0","0","1","17.7","17.7","98.6%"
"5","Jamal Agnew (JAC)","4","6","50","12.5","24","1","2","0","0","0","0","1","17.0","17.0","0.2%"
"6","Tyreek Hill (MIA)","10","14","160","16.0","64","5","0","1","-1","0","0","1","15.9","15.9","100.0%"
"7","CeeDee Lamb (DAL)","6","8","97","16.2","30","3","1","0","0","0","0","1","15.7","15.7","100.0%"
"8","DK Metcalf (SEA)","7","10","149","21.3","54","7","0","0","0","0","0","1","14.9","14.9","98.2%"
"9","Marquise Brown (ARI)","6","11","88","14.7","23","2","1","0","0","0","0","1","14.8","14.8","85.6%"
"10","Josh Reynolds (DET)","7","8","81","11.6","26","1","1","0","0","0","0","1","14.1","14.1","11.4%"
"11","Corey Davis (FA)","5","6","74","14.8","22","1","1","0","0","0","0","1","13.4","13.4","0.1%"
"12","Chris Olave (NO)","4","7","67","16.8","32","3","1","0","0","0","0","1","12.7","12.7","98.4%"
"13","Cooper Kupp (LAR)","14","19","122","8.7","18","0","0","0","0","0","0","1","12.2","12.2","99.0%"
"14","Mike Williams (LAC)","7","11","120","17.1","50","5","0","0","0","0","0","1","12.0","12.0","18.8%"
"15","Brandin Cooks (DAL)","7","7","57","8.1","20","1","1","0","0","0","0","1","11.7","11.7","70.5%"
"16","Allen Lazard (NYJ)","6","8","116","19.3","32","4","0","0","0","0","0","1","11.6","11.6","10.8%"
"17","Jerry Jeudy (DEN)","4","5","53","13.3","32","3","1","0","0","0","0","1","11.3","11.3","63.9%"
"18","Courtland Sutton (DEN)","5","7","52","10.4","18","0","1","0","0","0","0","1","11.2","11.2","86.9%"
"19","Davante Adams (LV)","9","13","101","11.2","20","1","0","1","4","0","0","1","10.5","10.5","99.9%"
"20","Jahan Dotson (WAS)","3","4","43","14.3","31","2","1","0","0","0","0","1","10.3","10.3","60.7%"
"21","George Pickens (PIT)","6","8","102","17.0","27","3","0","0","0","0","0","1","10.2","10.2","81.7%"
"22","A.J. Brown (PHI)","5","7","95","19.0","31","3","0","0","0","0","0","1","9.5","9.5","100.0%"
"23","Darnell Mooney (CHI)","4","5","94","23.5","56","4","0","0","0","0","0","1","9.4","9.4","17.6%"
"24","Robert Woods (HOU)","4","4","30","7.5","10","0","1","0","0","0","0","1","9.0","9.0","7.8%"
"25","Romeo Doubs (GB)","5","8","47","9.4","16","0","1","0","0","0","1","1","8.7","8.7","48.4%"
"26","Michael Gallup (DAL)","2","3","24","12.0","15","0","1","0","0","0","0","1","8.4","8.4","19.7%"
"27","DeVante Parker (NE)","2","2","24","12.0","25","1","1","0","0","0","0","1","8.4","8.4","2.8%"
"28","Christian Watson (GB)","1","3","8","8.0","8","0","0","1","15","1","0","1","8.3","8.3","78.8%"
"29","Nico Collins (HOU)","3","5","82","27.3","58","5","0","0","0","0","0","1","8.2","8.2","92.0%"
"30","Ja'Marr Chase (CIN)","4","6","81","20.3","36","3","0","0","0","0","0","1","8.1","8.1","100.0%"
"31","Isaiah McKenzie (IND)","4","6","21","5.3","8","0","1","0","0","0","0","1","8.1","8.1","0.2%"
"32","Alec Pierce (IND)","4","6","80","20.0","44","4","0","0","0","0","0","1","8.0","8.0","2.7%"
"33","Adam Thielen (CAR)","8","9","72","9.0","16","0","0","0","0","0","0","1","7.2","7.2","91.4%"
"34","Donovan Peoples-Jones (DET)","5","9","71","14.2","42","3","0","0","0","0","0","1","7.1","7.1","2.2%"
"35","Tyler Lockett (SEA)","6","8","91","15.2","34","2","0","0","0","0","1","1","7.1","7.1","91.9%"
"36","Christian Kirk (JAC)","2","9","60","30.0","45","3","0","1","3","0","0","1","6.3","6.3","86.5%"
"37","Marquez Valdes-Scantling (KC)","3","5","63","21.0","36","3","0","0","0","0","0","1","6.3","6.3","3.8%"
"38","Stefon Diggs (BUF)","4","6","62","15.5","23","1","0","0","0","0","0","1","6.2","6.2","100.0%"
"39","DJ Moore (CHI)","6","11","50","8.3","16","0","0","1","11","0","0","1","6.1","6.1","96.6%"
"40","Noah Brown (HOU)","3","6","61","20.3","45","3","0","0","0","0","0","1","6.1","6.1","44.7%"
"41","Chris Godwin (TB)","7","10","59","8.4","12","0","0","0","0","0","0","1","5.9","5.9","88.5%"
"42","Tyler Boyd (CIN)","2","5","47","23.5","43","3","0","0","0","0","0","1","5.6","5.6","49.6%"
"43","Elijah Moore (CLE)","3","4","53","17.7","28","2","0","1","2","0","0","1","5.5","5.5","42.2%"
"44","KJ Hamler (IND)","1","1","55","55.0","55","4","0","0","0","0","0","1","5.5","5.5","0.0%"
"45","Trent Sherfield (BUF)","4","6","55","13.8","16","0","0","0","0","0","0","1","5.5","5.5","0.1%"
"46","Olamide Zaccheaus (PHI)","2","2","55","27.5","42","3","0","0","0","0","0","1","5.5","5.5","0.1%"
"47","Tom Kennedy (DET)","3","5","54","18.0","28","1","0","0","0","0","0","1","5.4","5.4","0.0%"
"48","Marquez Callaway (NO)","3","6","53","17.7","33","2","0","0","0","0","0","1","5.3","5.3","0.0%"
"49","Devin Duvernay (BAL)","4","5","51","12.8","21","1","0","0","0","0","0","1","5.1","5.1","0.1%"
"50","Michael Bandy (DEN)","2","2","49","24.5","25","2","0","0","0","0","0","1","4.9","4.9","0.0%"
"51","Braxton Berrios (MIA)","1","1","6","6.0","6","0","0","0","0","0","0","1","4.7","4.7","1.6%"
"52","Nelson Agholor (BAL)","3","4","46","15.3","27","2","0","0","0","0","0","1","4.6","4.6","0.7%"
"53","JuJu Smith-Schuster (NE)","5","8","46","9.2","19","0","0","0","0","0","0","1","4.6","4.6","19.1%"
"54","Parris Campbell (NYG)","4","4","43","10.8","20","1","0","0","0","0","0","1","4.3","4.3","2.5%"
"55","Randall Cobb (NYJ)","3","4","42","14.0","24","1","0","0","0","0","0","1","4.2","4.2","0.3%"
"56","Garrett Wilson (NYJ)","2","6","41","20.5","35","2","0","0","0","0","0","1","4.1","4.1","97.3%"
"57","Jaylen Waddle (MIA)","2","5","39","19.5","20","1","0","0","0","0","0","1","3.9","3.9","99.4%"
"58","Kendall Hinton (FA)","2","3","39","19.5","35","2","0","0","0","0","0","1","3.9","3.9","0.0%"
"59","Kendrick Bourne (NE)","2","3","23","11.5","16","0","0","1","15","0","0","1","3.8","3.8","5.4%"
"60","Curtis Samuel (WAS)","4","7","38","9.5","15","0","0","0","0","0","0","1","3.8","3.8","39.8%"
"61","Brandon Aiyuk (SF)","4","4","37","9.3","15","0","0","0","0","0","0","1","3.7","3.7","97.6%"
"62","David Bell (CLE)","2","3","35","17.5","20","1","0","0","0","0","0","1","3.5","3.5","0.1%"
"63","Mack Hollins (ATL)","3","5","33","11.0","16","0","0","0","0","0","0","1","3.3","3.3","0.4%"
"64","Ben Skowronek (LAR)","2","3","33","16.5","17","0","0","0","0","0","0","1","3.3","3.3","0.1%"
"65","Michael Pittman Jr. (IND)","3","6","31","10.3","14","0","0","0","0","0","0","1","3.1","3.1","96.1%"
"66","Skyy Moore (KC)","2","4","31","15.5","16","0","0","0","0","0","0","1","3.1","3.1","19.5%"
"67","Jarvis Landry (FA)","2","2","7","3.5","6","0","0","0","0","0","0","1","2.7","2.7","14.0%"
"68","Robbie Chosen (MIA)","3","5","26","8.7","13","0","0","0","0","0","0","1","2.6","2.6","0.1%"
"69","Joshua Palmer (LAC)","1","1","25","25.0","25","1","0","0","0","0","0","1","2.5","2.5","25.6%"
"70","Russell Gage (TB)","2","4","24","12.0","14","0","0","0","0","0","0","1","2.4","2.4","0.1%"
"71","Khalil Shakir (BUF)","2","2","23","11.5","14","0","0","0","0","0","0","1","2.3","2.3","9.3%"
"72","Diontae Johnson (PIT)","2","4","11","5.5","6","0","0","2","11","0","0","1","2.2","2.2","80.9%"
