"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"73","Jauan Jennings (SF)","2","4","22","11.0","12","0","0","0","0","0","0","1","2.2","2.2","0.7%"
"74","Kalif Raymond (DET)","3","5","38","12.7","21","1","0","1","3","0","1","1","2.1","2.1","1.9%"
"75","Tre'Quan Smith (DEN)","1","2","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"76","Ashton Dulin (IND)","2","3","18","9.0","10","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"77","Treylon Burks (TEN)","2","3","14","7.0","8","0","0","1","4","0","0","1","1.8","1.8","17.9%"
"78","Drake London (ATL)","2","7","17","8.5","10","0","0","0","0","0","0","1","1.7","1.7","82.4%"
"79","Rashod Bateman (BAL)","3","6","17","5.7","13","0","0","0","0","0","0","1","1.7","1.7","9.9%"
"80","DeVonta Smith (PHI)","3","4","17","5.7","7","0","0","0","0","0","0","1","1.7","1.7","98.3%"
"81","Dee Eskridge (SEA)","1","1","10","10.0","10","0","0","1","6","0","0","1","1.6","1.6","0.0%"
"82","Quintez Cephus (DET)","2","3","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"83","Terry McLaurin (WAS)","2","6","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","90.8%"
"84","Gabe Davis (BUF)","1","3","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","81.3%"
"85","Jalen Nailor (MIN)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"86","Brandon Powell (MIN)","0","0","0","0","0","0","0","1","11","0","0","1","1.1","1.1","1.3%"
"87","Darius Slayton (NYG)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","2.2%"
"88","Demarcus Robinson (LAR)","2","3","10","5.0","7","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"89","Lil'Jordan Humphrey (DEN)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"90","Equanimeous St. Brown (CHI)","0","2","9","0","0","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"91","Amari Cooper (CLE)","1","4","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","92.9%"
"92","Allen Robinson II (PIT)","2","6","7","3.5","5","0","0","0","0","0","0","1","0.7","0.7","1.1%"
"93","Julio Jones (PHI)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.5%"
"94","Rondale Moore (ARI)","3","5","11","3.7","7","0","0","1","-4","0","0","1","0.7","0.7","21.2%"
"95","Jamison Crowder (WAS)","1","4","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"96","Ray-Ray McCloud III (SF)","1","3","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","1.1%"
"97","Greg Dortch (ARI)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","7.1%"
"98","Dyami Brown (WAS)","1","4","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"99","K.J. Osborn (MIN)","1","2","6","6.0","6","0","0","1","-1","0","0","1","0.5","0.5","22.4%"
"100","Cole Beasley (FA)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"101","David Sills (DEN)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"102","Mecole Hardman Jr. (KC)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","1.7%"
"103","Montrell Washington (KC)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"104","Ihmir Smith-Marsette (CAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","Shi Smith (TEN)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Amari Rodgers (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","KaVontae Turpin (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"108","Chase Claypool (MIA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.4%"
"109","Tyron Billy-Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"110","Jeff Smith (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"111","Malik Turner (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"112","KhaDarel Hodge (ATL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Quez Watkins (PHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"114","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","1","0","0","0","1","0.0","0.0","0.0%"
"115","Laviska Shenault Jr. (CAR)","0","0","0","0","0","0","0","1","0","0","0","1","0.0","0.0","0.1%"
"116","Jalen Reagor (NE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"117","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Dax Milne (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"121","Kyle Philips (TEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"122","Mike Strachan (CAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Tim Jones (JAC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","Marquise Goodwin (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"125","Marvin Jones Jr. (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"126","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Trent Taylor (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Kenny Golladay (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.0%"
"129","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"130","Keelan Cole Sr. (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"131","Justin Watson (KC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.4%"
"132","Dante Pettis (FA)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"133","Zach Pascal (ARI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","River Cracraft (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"135","Phillip Dorsett II (DEN)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Chris Moore (TEN)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"137","Damiere Byrd (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","DeAndre Carter (LV)","2","3","16","8.0","14","0","0","0","0","0","1","1","-0.4","-0.4","0.1%"
"139","Richie James Jr. (KC)","1","3","9","9.0","9","0","0","0","0","0","1","1","-1.1","-1.1","0.1%"
"140","Deonte Harty (BUF)","0","0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.3%"
"141","Velus Jones Jr. (CHI)","0","0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.1%"
""
""
