Player,FPTS,FPTS/G,ROST
Josh Jacobs,29.5,29.5,99.6%
Austin Ekeler,28.9,28.9,100.0%
Rashaad Penny,27.7,27.7,11.8%
Miles Sanders,27.6,27.6,51.0%
Jamaal Williams,22.9,22.9,17.8%
Clyde Edwards-Helaire,21.4,21.4,4.5%
Derrick Henry,20.7,20.7,99.8%
Dameon Pierce,19.9,19.9,68.0%
Nick Chubb,18.7,18.7,22.3%
J.K. Dobbins,18.3,18.3,16.3%
Christian McCaffrey,16.8,16.8,100.0%
Saquon Barkley,16.2,16.2,99.9%
Damien Harris,14.4,14.4,7.2%
Breece Hall,13.8,13.8,97.4%
Jeff Wilson Jr.,13.4,13.4,15.8%
Joe Mixon,13.4,13.4,98.6%
Latavius Murray,12.5,12.5,15.7%
Caleb Huntley,11.6,11.6,0.0%
Aaron Jones,11.5,11.5,92.5%
Leonard Fournette,11.4,11.4,4.5%
Tyler Allgeier,10.4,10.4,46.9%
Khalil Herbert,10.1,10.1,60.4%
Rex Burkhead,9.9,9.9,10.0%
Cordarrelle Patterson,9.8,9.8,2.0%
Rachaad White,9.6,9.6,95.8%
Rhamondre Stevenson,8.9,8.9,92.9%
Dalvin Cook,8.6,8.6,23.9%
AJ Dillon,8.4,8.4,71.7%
Raheem Mostert,8.1,8.1,97.7%
Ezekiel Elliott,8.1,8.1,56.3%
Chase Edmonds,8.0,8.0,1.1%
Alexander Mattison,7.8,7.8,86.3%
James Conner,7.7,7.7,90.2%
Kenneth Gainwell,7.7,7.7,23.6%
Devin Singletary,7.6,7.6,75.5%
Najee Harris,7.4,7.4,93.6%
Kareem Hunt,6.8,6.8,55.5%
Justin Jackson,6.7,6.7,0.0%
Antonio Gibson,6.3,6.3,50.0%
Isiah Pacheco,6.3,6.3,96.5%
Justice Hill,5.7,5.7,12.4%
J.D. McKissic,5.6,5.6,0.0%
Jonathan Williams,4.8,4.8,0.0%
Eno Benjamin,4.5,4.5,0.0%
Kyle Juszczyk,4.4,4.4,0.3%
Mark Ingram II,4.3,4.3,0.0%
Craig Reynolds,4.2,4.2,2.0%
Darrell Henderson Jr.,3.9,3.9,10.5%
Travis Etienne Jr.,3.2,3.2,99.9%
Michael Carter,2.9,2.9,1.5%
James Robinson,2.9,2.9,0.6%
Mike Boone,2.9,2.9,0.6%
Javonte Williams,2.7,2.7,90.9%
Sony Michel,2.7,2.7,0.0%
Zamir White,2.4,2.4,1.3%
Kenneth Walker III,2.4,2.4,96.4%
Jonathan Taylor,2.3,2.3,95.7%
Jaylen Warren,2.2,2.2,83.5%
JaMycal Hasty,2.2,2.2,0.1%
Avery Williams,2.1,2.1,0.0%
Patrick Ricard,2.0,2.0,0.1%
Trey Sermon,1.9,1.9,2.4%
Darrel Williams,1.9,1.9,0.0%
Dontrell Hilliard,1.8,1.8,0.0%
Matt Breida,1.8,1.8,2.6%
Joshua Kelley,1.5,1.5,11.4%
Cam Akers,1.3,1.3,20.9%
Trestan Ebner,0.8,0.8,0.0%
Tony Pollard,0.8,0.8,99.8%
Zack Moss,0.6,0.6,88.5%
Nyheim Hines,0.3,0.3,0.1%
D'Onta Foreman,0.2,0.2,32.8%
Andrew Beck,0.0,0.0,0.0%
D'Ernest Johnson,0.0,0.0,8.1%
Ke'Shawn Vaughn,0.0,0.0,0.3%
Ty Johnson,0.0,0.0,0.1%
Travis Homer,0.0,0.0,0.1%
Benny Snell Jr.,0.0,0.0,0.0%
Patrick Taylor Jr.,0.0,0.0,1.2%
DeeJay Dallas,0.0,0.0,0.9%
Chuba Hubbard,0.0,0.0,69.8%
Zander Horvath,0.0,0.0,0.0%
Hassan Haskins,0.0,0.0,0.1%
Chris Evans,0.0,0.0,0.2%
James Cook,0.0,0.0,94.3%
Jerome Ford,0.0,0.0,86.9%
Kene Nwangwu,0.0,0.0,0.7%
Jake Funk,0.0,0.0,0.0%
Gary Brightwell,0.0,0.0,0.3%
Nick Bellore,0.0,0.0,7.0%
Kenjon Barner,0.0,0.0,0.0%
Marlon Mack,0.0,0.0,0.0%
Samaje Perine,0.0,0.0,32.8%
Brandin Bryant,0.0,0.0,0.0%
C.J. Ham,0.0,0.0,0.1%
J.P. Holtz,0.0,0.0,0.0%
Dare Ogunbowale,0.0,0.0,0.1%
Keith Smith,0.0,0.0,0.0%
Jerick McKinnon,0.0,0.0,23.3%
Ameer Abdullah,0.0,0.0,0.5%
Brandon Bolden,-0.1,-0.1,0.1%
Melvin Gordon III,-1.2,-1.2,0.1%
,,,
,,,
